ambient_temp,humidity,gas,voc,co,core_temp,light,ph
4.5337815,64.69173,232.17924,148.1567,11.580762,21.594946,600.452,5.4808803
4.5169644,61.18776,98.828674,127.29446,5.1657386,4.076481,250.0578,6.57789
4.5134745,60.08207,100.51451,143.35938,6.4180493,4.2482796,274.59552,6.367083
4.5490212,70.49008,308.89102,158.6317,9.578916,21.59489,584.0078,5.5086427
4.51196,60.139843,98.89094,141.6518,5.816291,4.0764823,250.18703,6.5208235
4.5081005,59.98564,113.93991,137.81557,5.0842834,10.757772,321.89722,6.306778
4.517799,57.714573,98.861855,120.395905,4.561463,4.076481,250.02765,6.684797
4.520051,57.443253,98.7896,142.29498,4.473861,4.076481,250.00003,6.438186
4.5155063,61.604122,99.02004,121.88617,5.975815,4.077654,251.57132,6.6936893
4.58766,78.546295,329.92197,174.96367,7.239066,21.592999,569.47516,6.032415
4.528229,58.706226,98.7996,130.9615,4.3251853,4.076481,250.00159,6.6093106
4.706768,80.712425,412.0267,155.9763,8.233711,21.594936,607.9111,5.4395123
9.2538395,92.238304,428.05548,287.41043,7.814233,21.594141,595.6316,5.2714815
17.910828,94.055115,381.1817,309.92648,12.731553,21.583395,523.65283,5.352928
4.505237,74.873764,196.183,219.45169,13.368183,21.593681,570.3487,5.5210633
22.155422,94.3457,402.6682,281.5474,14.3774395,21.588839,568.2192,5.8886843
4.5115967,58.240917,98.81338,123.36175,4.747868,4.076481,250.02792,6.3995814
22.99601,94.90219,439.9829,343.47754,15.340139,21.588177,607.38916,4.9679546
4.5151005,59.740917,98.79362,122.11054,4.9902864,4.076481,250.00066,6.668446
4.5222106,63.3512,99.13528,121.15636,6.6745944,4.076649,251.23671,6.5613675
12.867947,94.25186,424.01495,263.46594,11.33911,21.591873,570.8916,5.8539243
23.0,94.91754,439.99768,350.74222,17.096594,21.537123,614.89374,4.6323614
4.5062885,60.526176,98.97471,120.31168,5.1224794,4.0791345,252.02074,6.503689
4.50519,64.232056,124.41951,179.22485,7.3062897,20.918192,285.30914,6.121185
4.507768,60.838943,101.198906,136.04126,4.7114024,4.1700873,251.11188,6.4429884
22.984285,94.85622,438.10355,338.54272,15.312356,21.575266,567.4291,5.410667
4.5353427,62.101574,99.48474,163.28735,7.2394824,4.0765114,250.66733,6.3681045
23.0,94.91755,440.0,350.77045,17.126009,21.573593,624.4647,4.576227
22.999998,94.91736,439.99475,350.44144,16.505308,21.5862,603.20825,4.798988
4.9161763,69.35773,427.45648,203.9716,8.997519,21.594883,611.7635,5.776783
4.5096087,59.252438,98.92964,122.096756,5.8096027,4.0764995,250.35101,6.5504274
18.928429,94.717995,324.90204,330.4052,14.224464,21.592733,526.70123,5.2660594
22.997911,94.91138,439.42502,347.77734,15.471931,21.590055,583.917,4.883568
4.5164948,62.37397,99.35616,159.21425,7.0917144,4.076708,250.80101,6.4755096
6.8513155,91.393585,329.2256,231.09146,10.507689,21.594297,526.61127,6.0392494
22.620127,94.583206,434.85583,308.2537,14.101026,21.579247,590.42145,5.6067157
5.2636013,69.13488,333.79868,150.35197,6.946947,21.59393,595.19904,6.088038
22.897007,94.87146,433.89044,326.0783,13.057409,21.58882,582.0266,5.046413
22.964567,94.83947,439.71677,329.51447,15.1487055,21.586666,582.78955,5.1204953
4.507898,62.468246,114.883385,136.51471,8.01771,18.251862,370.17188,6.2720118
4.5230727,61.424362,100.06369,124.267,8.4454155,4.192669,260.4163,6.291222
4.51224,62.83183,101.15781,139.88402,6.124371,6.1870823,304.30685,6.540831
15.88761,93.46045,437.3211,262.60117,9.310186,21.59263,577.6361,5.741083
23.0,94.91745,439.99854,350.68427,16.77252,21.574896,592.3428,4.7104535
22.309381,94.27542,432.37332,306.33752,12.310777,21.588066,572.504,5.4214115
4.5467153,62.515038,98.80032,131.7186,6.467049,4.076481,250.00084,6.824617
23.0,94.91755,440.0,350.76987,17.126606,21.57674,617.04114,4.5862303
9.155835,91.03916,437.44626,253.62302,9.028963,21.593946,572.33545,5.0512047
4.512878,62.913242,98.849625,160.29483,5.764348,4.0764813,250.02707,6.766692
6.4820223,89.07125,432.06122,185.57558,6.4113345,21.594145,600.53503,5.659449
4.5316343,57.93241,98.78924,113.97054,3.9819999,4.076481,250.0,6.453404
22.043402,90.54172,433.82727,307.80182,8.685287,21.592117,604.61304,6.421472
4.5114226,60.709236,99.00966,130.16855,4.1359506,4.076542,250.39026,6.644661
23.0,94.91751,439.99133,350.60516,16.950197,21.588432,610.5828,4.7292104
4.5319066,60.868423,98.79228,124.78705,4.472853,4.076481,250.00012,6.5768023
4.5330367,58.985287,98.79039,120.98036,4.654799,4.076481,250.00003,6.6100845
4.5161185,60.055832,98.80368,140.605,5.193404,4.076481,250.00554,6.806665
23.0,94.91752,439.9995,350.73404,17.086811,21.583424,614.7556,4.6769867
8.086785,92.16738,282.35583,266.45438,14.161694,21.593245,576.6332,5.9584885
4.526317,57.066532,98.78912,108.78833,4.1381593,4.076481,250.0,6.683725
4.5384154,59.29793,98.79135,143.06361,4.4340997,4.076481,250.00131,6.5674176
4.5870075,68.452484,270.55576,152.78337,8.889199,21.591125,591.8526,5.404489
4.506564,59.35253,98.78927,139.49625,4.4892697,4.076481,250.0,6.732142
4.5217094,64.225395,98.8147,120.95969,6.6230125,4.076481,250.03049,6.5608263
22.999044,94.88774,439.19608,347.0144,16.560055,21.591063,576.9997,5.183235
22.689453,93.88888,439.17203,328.91602,14.610836,21.587654,598.3517,5.19392
23.0,94.91755,440.0,350.77036,17.127258,21.592388,621.9766,4.581686
22.1225,93.96762,421.62064,282.7149,12.513782,21.590559,545.67004,5.780762
4.50351,58.181473,98.795815,128.9749,6.0588274,4.076481,250.00398,6.4971404
4.546019,61.569214,98.7949,112.558846,4.7935243,4.076481,250.00159,6.6023173
4.5177727,57.7872,98.80072,131.26013,4.654807,4.076481,250.00346,6.4910374
4.5189266,56.48015,98.78918,109.267136,4.287223,4.076481,250.0,6.8464966
4.5091567,61.20914,101.68377,183.7247,6.9471354,4.1184855,252.3086,6.535973
4.5201144,61.20223,98.87161,138.02983,5.351603,4.0764823,250.15991,6.2460194
23.0,94.91755,440.0,350.77045,17.129824,21.579466,627.04645,4.567979
22.975317,94.722435,439.25827,337.65524,12.799363,21.59158,586.0532,5.1277313
4.5199795,59.11453,98.87663,148.3921,6.2826166,4.0764813,250.03557,6.677281
4.507271,65.01626,100.327576,159.06766,7.420463,4.16106,260.5051,6.472631
23.0,94.91755,439.99542,350.75067,17.109838,21.573437,588.08154,4.7895045
23.0,94.91755,439.99976,350.7651,17.117374,21.57941,614.16516,4.653222
4.5022187,60.22439,163.6863,112.74458,5.7661505,21.592855,576.73956,6.2031007
4.52302,60.622124,98.879326,131.74516,5.5790377,4.0764885,250.19344,6.542783
4.517151,59.69077,99.00881,124.69486,4.8805623,4.07673,250.81554,6.4463253
6.118914,90.24265,420.42795,185.47488,11.323152,21.594847,604.2153,5.6952915
4.5327315,64.09894,103.39338,117.2076,6.2688274,4.300542,268.8028,6.3961673
17.653463,94.36724,392.2054,269.10928,11.134665,21.592257,558.01654,5.488269
22.604317,94.67464,433.4671,304.6175,14.871029,21.592962,551.0578,5.5674744
4.5089045,59.36598,100.697655,124.452126,8.93332,6.021622,298.28906,6.1793137
21.926796,94.50588,438.77002,292.92807,14.101288,21.58651,603.8807,5.2535925
22.998428,94.87195,438.8771,347.11844,15.953715,21.579842,579.311,5.100797
22.965519,94.8348,439.17,329.0816,15.237942,21.59439,595.48785,5.402158
23.0,94.91753,439.99835,350.74673,17.007265,21.556868,590.5585,4.6534514
12.529369,92.94947,416.80417,259.38632,10.224305,21.593739,586.44885,5.441777
23.0,94.91753,439.9973,350.69626,17.05637,21.542744,599.2349,4.7066655
4.523478,59.199734,98.789154,105.44757,4.141769,4.076481,250.0,6.825186
23.0,94.91749,439.99677,350.5216,16.980125,21.587048,610.0906,4.773167
4.565611,81.89527,248.00311,183.79079,12.350184,21.594847,592.167,5.4494977
22.0626,92.1454,431.51935,293.02695,12.471398,21.59409,583.65955,5.1801414
22.96854,94.83029,439.2975,325.28433,13.589074,21.589779,594.7185,5.0984526
4.5134244,60.833706,98.795555,125.81873,4.62842,4.076481,250.0006,6.7298083
4.5147753,69.31128,173.60912,147.56775,10.259141,21.592659,551.4505,5.45204
4.7827635,87.05494,398.64975,202.93274,10.491685,21.594906,606.2267,5.5493183
4.515316,60.4707,101.9935,141.61493,6.5745583,5.172345,264.9858,6.715693
4.5404944,59.076942,290.69406,136.17584,7.0270486,21.57324,599.31134,6.0770473
4.5380564,60.561428,98.79563,127.89047,7.033881,4.076481,250.00168,6.7015224
21.373446,94.2601,437.68353,256.20123,11.9720335,21.593098,611.3902,5.6144676
4.514732,63.51314,98.825386,123.41348,4.6419935,4.076482,250.07193,6.657365
23.0,94.91755,440.0,350.77045,17.129774,21.583672,625.2935,4.568226
4.507196,61.674477,101.907455,124.12551,8.062945,5.6211824,287.15012,6.4811783
4.5967293,59.144695,99.27926,138.18869,4.8956766,4.0765076,250.14027,6.54648
4.5039353,63.885895,225.45708,145.71686,10.45445,21.594881,605.88696,5.645344
23.0,94.91755,440.0,350.77023,17.120008,21.577032,610.5566,4.581288
4.8821115,85.16156,419.16693,205.37791,7.562948,21.594913,599.0923,5.5696917
4.750576,80.88646,388.34802,165.68115,8.260651,21.594597,604.49335,5.850175
4.5056076,57.72904,98.79468,104.77994,4.2196846,4.076481,250.00206,6.790004
4.5283103,60.888847,99.23466,146.15125,5.808854,4.076484,250.22375,6.689826
23.0,94.91754,439.99585,350.73743,17.09605,21.575603,609.4402,4.7772803
4.5486617,59.019623,98.8049,130.84329,5.2581367,4.076481,250.00381,6.5417414
4.541834,63.9575,98.88576,147.65346,8.085796,4.0764813,250.19893,6.337679
4.5116305,62.424625,103.23903,160.97833,6.017713,4.111477,260.9281,6.5494695
4.5046577,60.517467,103.67019,132.6722,8.405284,19.648674,433.17825,6.515481
4.559183,74.605675,233.11809,202.13768,8.286726,21.594877,557.3284,5.32373
4.5207944,60.64585,99.32219,145.73958,5.9403605,4.078848,255.40398,6.4632335
4.604949,81.24019,201.22968,218.94746,11.770781,21.590672,576.7486,5.3914433
4.5101466,61.78676,98.88873,156.69838,6.4723005,4.0764856,250.10234,6.5842595
4.515985,60.046894,98.87576,115.59097,4.441338,4.076504,250.18188,6.67498
4.5163803,57.485817,98.80066,165.13783,4.664798,4.076481,250.0107,6.590493
4.534053,63.450226,98.80828,146.24521,7.1141,4.076481,250.00273,6.6227903
22.316227,94.6316,437.39127,310.0859,14.129038,21.587616,587.0683,5.4810543
4.601018,73.755844,337.68222,195.40503,10.687363,21.594954,575.4303,5.234204
4.523111,62.85562,98.96327,125.08306,5.864837,4.0764837,250.2095,6.641017
22.99202,94.8562,435.49045,333.8218,15.94164,21.557438,538.8078,5.122456
4.5115,58.886482,98.80171,153.2507,5.311412,4.076481,250.01195,6.6339226
4.535322,59.56086,98.86277,171.17119,6.302266,4.076481,250.00711,6.460757
23.0,94.91755,439.99994,350.7691,17.11825,21.580578,617.7276,4.6588945
22.99796,94.89937,439.1673,342.8838,15.382478,21.587446,575.6999,5.167812
4.5141134,58.967007,105.48414,149.27472,7.0570216,4.753446,255.45583,5.9001865
4.53358,58.928936,98.7938,103.64296,4.4195113,4.076481,250.00032,6.4777975
4.609621,76.23284,416.86572,205.7445,11.512212,21.594725,614.33093,5.362355
4.5322785,62.722614,99.53657,137.33643,7.0764556,4.078248,253.02972,6.609793
4.5195136,63.387688,99.19584,110.504585,7.25515,4.076669,251.3025,6.668887
4.5063906,65.684296,99.40304,106.41424,6.188491,8.887082,287.28253,6.62487
4.5150785,56.344845,98.789154,132.62556,4.21377,4.076481,250.0,6.7020125
4.5250044,60.533382,100.35143,136.62987,5.5706954,4.0937824,252.5682,6.504557
4.5583014,60.79079,102.76319,136.25955,7.703483,6.1232734,326.0691,6.3750553
4.508445,63.232555,106.464714,145.67464,10.571189,16.201141,316.94855,6.1057186
4.514986,60.253548,98.892105,119.72904,5.886572,4.076485,250.17746,6.5722303
4.5236297,60.700283,102.150734,115.44918,5.591505,4.374776,265.24997,6.356011
4.5153265,59.581757,98.807175,110.82744,4.63504,4.076481,250.00134,6.6027675
4.5131865,74.3954,246.68164,220.20259,12.116611,21.594324,593.763,5.372544
4.523286,60.68895,98.79068,135.4707,4.2378416,4.076481,250.00012,6.421759
4.533652,58.016117,98.98558,115.12522,5.52885,4.076509,250.19186,6.5014963
22.999912,94.91547,439.88995,350.13947,16.80781,21.574665,572.55634,4.7887244
4.600727,69.52294,396.50806,213.18086,8.762756,21.594046,539.5802,5.390194
4.5361056,61.331062,98.79574,120.65741,5.3864193,4.076481,250.00136,6.5621758
4.5177765,60.792744,99.1958,120.58913,5.060971,4.076747,251.96155,6.54632
4.5411315,61.31847,98.81508,124.33103,5.0948434,4.076481,250.01218,6.4311266
4.5208645,73.68776,232.13544,192.46085,7.2377815,21.594799,562.23584,5.512994
4.523744,60.95651,99.60705,156.64513,8.0144,4.077436,250.41281,6.4208436
4.52332,62.350803,99.457504,142.43272,5.853895,4.0776668,253.27452,6.5127273
4.518265,62.908173,98.801254,118.10079,6.387826,4.076481,250.00511,6.5150466
4.5323844,62.60015,98.88628,129.1024,7.165343,4.076481,250.03392,6.515911
4.5084386,59.965652,175.21411,131.94366,7.9638634,21.594255,589.6946,6.4552565
4.517421,56.156643,98.789185,106.973526,3.935686,4.076481,250.0,6.5465856
4.5213585,88.36687,149.13074,165.33717,13.531457,21.593645,523.3582,5.477459
22.999998,94.9172,439.968,350.4077,17.008736,21.56051,585.3444,4.837667
4.5063815,60.623856,98.80078,130.21216,4.1943293,4.076481,250.00084,6.3661637
23.0,94.91755,440.0,350.77042,17.129217,21.52948,619.89655,4.573316
23.0,94.91755,440.0,350.7703,17.122791,21.576061,624.64166,4.5788774
4.515459,81.85213,256.22928,204.06027,10.072789,21.594528,543.3623,5.305392
4.512465,58.017864,98.78917,115.69142,4.0719843,4.076481,250.0,6.618972
4.5110817,71.72067,207.44415,193.58955,9.127476,21.594807,550.16077,5.457146
4.5053687,60.234406,102.847046,121.038086,4.778422,21.491045,476.17508,6.4840474
4.5155234,57.30662,98.78939,111.29811,4.0958676,4.076481,250.0,6.479431
4.514837,58.146526,98.78914,118.58106,4.086313,4.076481,250.0,6.654088
4.525741,56.16467,98.789154,129.28162,4.0503836,4.076481,250.0,6.5288963
4.5083346,55.91465,98.78911,98.67693,3.8333106,4.076481,250.0,6.6578474
4.5675073,57.949585,98.79051,136.7845,4.0827837,4.076481,250.00003,6.691154
4.6490884,84.63974,427.73633,174.89516,7.4702272,21.594759,586.8134,5.2074356
4.541707,59.05849,98.789444,122.3249,4.624785,4.076481,250.0,6.7036753
4.521119,60.0164,98.791824,129.79417,4.9305973,4.076481,250.00026,6.57513
4.562506,61.08915,98.79586,127.62165,4.737314,4.076481,250.00313,6.719938
14.648406,92.053375,419.2306,205.43155,8.126882,21.593704,597.872,5.4711523
23.0,94.91755,440.0,350.77045,17.127716,21.583675,625.2264,4.598112
4.515108,58.92808,121.25101,131.37288,6.0503836,18.925686,391.60815,6.361107
22.999992,94.916985,439.94684,350.43335,16.070557,21.580458,601.92114,4.892433
4.671466,86.18333,330.898,207.22726,13.31031,21.594925,601.9476,5.375768
4.5089245,70.04729,211.56062,182.54123,8.072506,21.59467,584.33093,5.9111476
4.5464487,79.25179,225.95241,150.93515,9.275657,21.594627,577.60144,6.031972
4.5022144,60.879284,108.03241,124.75763,8.489918,16.461208,302.82184,6.3159394
4.546502,63.56508,98.8701,129.07082,5.729174,4.076481,250.02881,6.6648088
4.5185947,63.303684,98.79771,130.23518,6.1495748,4.076481,250.00545,6.325615
4.5071964,63.681526,217.01353,155.77472,8.594061,21.594627,568.64526,5.928542
4.516076,61.643745,103.21095,134.63419,8.026898,10.248579,285.02432,6.174302
4.5182376,63.9233,110.91942,134.13815,7.602387,19.275757,378.86813,6.176789
22.999958,94.91616,439.87326,347.6501,16.162575,21.586771,571.35065,4.9180007
4.5220656,60.847443,98.79473,114.08618,5.722572,4.076481,250.00108,6.700664
4.514193,58.715775,98.791885,126.06632,4.2589874,4.076481,250.0,6.8039565
4.5034976,61.860188,115.42368,159.9852,7.419455,21.58892,568.00964,6.4815674
4.616527,78.66398,328.78104,163.16962,6.633742,21.5943,590.7978,5.2621627
4.509857,59.03023,98.79926,119.9261,5.3684196,4.076481,250.00075,6.6480355
23.0,94.91755,439.99902,350.76517,17.100187,21.560575,610.63324,4.6684995
22.317785,94.17378,438.1522,302.4587,13.006075,21.59074,583.4672,5.561874
22.994009,94.86766,439.5417,336.22144,11.897945,21.584206,604.0668,5.3787055
22.998484,94.9119,438.74673,340.56656,15.474184,21.589272,566.23334,5.481654
22.995966,94.90407,438.82147,347.9686,15.873301,21.583584,587.26605,5.1415443
6.922185,89.35431,385.72018,218.05461,10.770456,21.59468,599.2285,5.503656
22.999971,94.91702,439.26587,350.41876,16.900822,21.569635,526.88715,4.798692
4.6448126,65.69185,288.2,137.09674,5.869523,21.586956,546.504,5.7689238
4.5146017,65.1364,345.53415,143.97154,5.555306,21.594831,603.6869,5.6929865
4.506228,56.786476,98.789116,112.17146,3.9143772,4.076481,250.0,6.768404
4.534125,56.517574,98.78937,119.8037,3.9225588,4.076481,250.0,6.5177717
22.300646,94.812035,423.81735,335.46472,13.752737,21.580313,537.4791,5.477336
22.999994,94.91695,439.40555,350.2165,16.621735,21.588774,576.5667,5.414421
23.0,94.91745,439.99908,350.57455,16.947618,21.587784,610.6167,4.6555643
22.907413,94.85153,422.98364,342.3863,15.407145,21.592089,567.4143,5.57394
6.5385356,80.955666,418.34814,206.04514,12.127505,21.594858,614.43176,5.5861425
22.990585,94.84956,439.6528,345.25577,12.615752,21.582647,579.2285,4.8837094
4.52339,61.09542,98.81048,126.38855,5.1536274,4.076481,250.02351,6.605466
23.0,94.91754,439.99878,350.6962,17.016394,21.586954,609.823,4.6947346
22.976635,94.85572,439.53735,338.95587,15.470534,21.570784,565.9152,5.123485
4.510803,58.18626,98.791306,130.40886,4.1934886,4.076481,250.0,6.6995964
22.355436,94.28,430.34656,271.14343,10.794189,21.59228,520.64026,5.7188897
4.5417857,63.557602,99.76945,168.17567,8.00588,4.0776353,254.19724,6.2921724
22.690617,94.46269,435.02667,310.591,14.713825,21.586355,592.7807,5.8592806
5.0784736,79.33013,410.48254,246.77344,10.822849,21.594725,572.9795,5.2670145
4.5047593,65.73875,170.63396,126.90058,9.004794,21.594656,572.15546,6.0110407
22.951645,94.81306,439.76904,298.30283,14.480786,21.59194,597.5677,5.2591515
4.514212,59.580048,98.79581,132.55766,5.1662526,4.076481,250.00504,6.411935
22.604223,94.841705,431.0821,313.32275,15.446898,21.584959,571.0621,6.006109
4.527502,59.904854,98.80009,115.77095,4.61368,4.076481,250.00153,6.579071
4.6225896,77.22032,372.05258,192.8171,10.504534,21.594305,552.6297,5.175187
16.706526,91.85238,319.3526,241.09456,14.352758,21.594244,550.55597,5.438589
4.519713,58.03741,98.7892,112.347275,4.093397,4.076481,250.0,6.6798897
22.999998,94.91747,439.9332,350.3525,16.975924,21.569042,575.3675,4.8755236
4.518078,59.596954,98.825035,126.14608,6.27668,4.076481,250.06224,6.8832536
4.5175157,60.06169,98.79792,136.23627,5.113544,4.076481,250.00082,6.711675
22.999449,94.892815,439.74472,347.11484,16.399601,21.559284,567.54517,5.2751193
7.9287167,89.993866,423.35785,191.36751,8.829846,21.593597,579.0071,5.914051
4.539375,57.34015,98.78929,110.93523,4.414318,4.076481,250.0,6.555992
9.372931,85.70887,420.9279,252.73367,11.291831,21.59032,577.42267,5.546059
4.521292,59.239883,103.565285,144.06693,5.5542803,4.96967,284.4503,6.456164
5.7909946,86.35249,392.30905,180.19897,7.4460783,21.594044,591.7733,5.804282
22.999933,94.91588,439.89285,350.07742,16.675076,21.585478,567.4946,5.355126
23.0,94.91753,439.99243,350.71198,17.06935,21.577906,607.57074,4.7747755
4.5110226,63.395485,98.94171,168.58667,5.8073454,4.0764813,250.11624,6.4964895
