Sr_No,Fruit_Type,Climacteric,Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Ethylene_Production,Respiration_Rate,Sugar_Content,Moisture_Content,O2_Level,CO2_Level,Days_Stored,Shelf_Life,Spoilage_Resistance,Freshness
1814,Orange,False,20.6,67.7,325.3431210310537,259.13194226991055,18.2,19.9,222.5414150997878,6.5,0.07,38.42,5.2,75.3,20.3853652237366,1432.0435210562089,13.633905381430424,29.160192492598128,6,spoiled
811,Pear,True,4.2,94.9,265.4043276528507,59.31748236951882,1.5,3.4,1.4270052639520692,6.6,3.0,6.36,10.7,84.1,20.213826158935642,354.20345810431303,1.600336766804645,6.01950218624626,5,fresh
381,Avocado,True,21.0,55.5,794.7416410153146,299.08631027251863,47.7,20.7,167.43089228431765,6.2,110.17,207.56,1.0,70.9,19.333338516822383,1120.0406948102693,1.4813100603515255,9.547553502247776,6,fresh
1348,Cherry,False,31.0,75.4,739.314493841236,1160.2945881242886,21.5,30.5,202.81280914556643,5.761124576149688,0.27,73.94,10.3,76.1,18.97775178916028,1282.6256338202468,4.531564870021373,5.470631445321839,3,spoiled
1991,Strawberry,False,22.5,66.1,1098.6062584087301,995.5570405922546,21.3,22.0,138.0841975735617,5.2647378044652235,0.2,62.54,7.2,84.1,18.143765858815616,1982.1823183243637,6.318977160937068,5.095134296208166,2,spoiled
1471,Blueberry,False,16.2,59.6,857.4333957045909,588.787862268075,16.8,15.5,58.56637136916082,4.923325854760129,0.09,30.13,9.5,72.1,19.47570290660496,907.3130825878782,17.87988095593944,12.644229721396183,4,spoiled
534,Bell Pepper,False,21.7,71.1,695.40404736252,544.1683924269164,12.1,21.1,113.54770966996333,5.167643829728902,0.07,28.6,3.8,81.1,19.673450468761928,1145.6152481455106,11.201031376448631,18.860708582821,6,fresh
1144,Kiwi,True,19.8,54.8,5847.690546457805,1501.6258302127144,59.9,19.5,245.09869613972342,3.8740399406298662,0.31,70.93,10.2,70.3,20.337974175675946,1102.1065887755233,24.431360363870752,17.998035409013973,4,spoiled
223,Papaya,True,5.8,90.6,374.68802746712834,111.48112761227141,2.8,4.8,8.651960333422892,6.6,6.19,11.8,8.2,87.8,20.118147448825425,326.16599276191266,1.6683025514889842,8.107462531884309,3,fresh
1340,Tomato,True,19.1,56.9,3134.1018323370945,767.805987430176,13.9,18.4,207.51627637953015,5.4,4.98,26.55,3.5,80.1,19.333740176827433,1342.354608183278,16.212559236520224,12.873726395434948,5,spoiled
147,Strawberry,False,21.1,66.6,423.19568951125626,204.7406257562173,9.8,20.7,119.12624058246222,6.8,0.04,43.16,4.7,87.8,20.221578107786275,1451.3443402070263,1.3569409040169087,6.392606609731583,2,fresh
497,Cucumber,False,6.7,93.3,182.12874260267043,88.0296572365687,2.3,6.5,4.669371153530183,6.6,0.09,9.2,2.4,94.8,20.71597539275207,347.5967398901586,2.334221178925361,12.139669615874071,5,fresh
1923,Watermelon,False,25.7,81.8,1467.354395720886,814.195847839726,25.1,25.0,134.25238677884838,3.5,0.07,20.26,5.1,78.5,20.16457097572217,1676.7078557365567,25.619092762045334,16.099874066474754,5,spoiled
1136,Cherry,False,29.5,87.9,1369.7958858019526,923.5727797088748,28.3,29.3,135.75215878035408,4.650197214333294,0.21,56.94,10.9,68.7,19.080958779256395,1215.262122721199,9.906622230997002,9.804012892907918,3,spoiled
1220,Bell Pepper,False,29.4,71.9,713.2138920970857,963.4643326315481,25.5,28.9,257.721142961172,5.473884564465047,0.25,55.85,2.0,78.8,18.667707620780796,1447.1558958264932,12.863518870944892,17.44319057446014,6,spoiled
573,Apple,True,3.0,94.3,189.09774715914205,49.748808770796025,3.2,2.1,20.238901151337796,6.4,0.37,11.17,10.8,84.9,20.287336686838387,374.2463963646562,4.456839443485189,29.449115751681305,7,fresh
1314,Blueberry,False,22.9,50.1,1421.1299851319818,618.840979478811,25.3,22.6,292.6056239835244,4.3682043339241154,0.07,56.38,8.8,72.8,19.115630189453494,1433.3350249292625,12.47304672273885,11.137163721834979,4,spoiled
814,Apple,True,5.7,91.7,339.88515284611583,159.22667691237208,3.4,5.3,12.025069808663108,6.6,0.74,8.61,10.2,82.9,20.326684170655717,615.8652879075014,10.017586254862032,25.8273089993346,7,fresh
1453,Kiwi,True,19.3,79.6,6411.997938716607,1615.527981894215,66.7,18.9,229.61496816408624,3.765005692296843,1.08,67.32,8.9,70.7,19.133602809094633,1396.9004627078648,39.506048549600465,24.765447784300058,4,spoiled
1457,Watermelon,False,20.1,65.4,725.9879524925987,741.084798366828,14.3,19.4,139.67981021020813,4.385301105952722,0.07,19.82,8.0,78.9,20.908987050806875,1170.9819678307304,26.125387584907784,14.232645645511901,5,spoiled
1508,Avocado,True,19.1,67.4,2463.185416958714,703.8948974991347,40.0,18.6,39.776751072179486,5.0,113.3,96.27,0.8,64.7,17.401601894527225,1307.6886917532715,10.779374746755916,11.60896257182537,6,spoiled
18,Banana,True,7.9,87.8,402.3222161345265,117.69595485222217,9.7,7.4,20.861507498046834,6.2,243.51,40.4,13.7,74.7,20.29246992508875,527.8635368452118,2.0074083617970175,12.22966266830813,4,fresh
580,Bell Pepper,False,6.4,96.4,191.41930961364483,112.75974577051352,4.8,5.8,17.20458388110586,5.8,0.05,12.31,4.3,89.9,20.68058472686777,355.6284038549603,9.61528262075882,19.89165791817861,6,fresh
166,Watermelon,False,5.7,91.0,143.2165925871433,108.80222098796592,0.8,5.3,48.96223852464701,6.0,0.01,2.18,9.2,90.4,20.170983739981587,322.97437071631794,9.065350950771876,18.838468389980907,5,fresh
432,Cucumber,False,7.3,83.7,225.07478589446708,116.67244977563013,2.7,6.8,27.899356980236167,6.7,0.06,8.91,1.9,94.6,20.144476099462295,343.6524430411873,4.880686232658427,10.632892242444479,5,fresh
1330,Avocado,True,22.0,58.1,1878.2881500777848,657.7286385627924,41.5,21.2,123.83450883440332,5.2,174.69,103.25,0.9,65.3,20.784549279343913,1472.4843549951677,10.07974928055241,12.688905894022891,6,spoiled
821,Banana,True,2.6,87.2,263.0961553222313,86.57079553626583,7.3,2.2,3.091141576680567,6.4,134.83,22.2,14.2,74.4,20.230344266726373,710.9323985070953,6.4661701093976625,13.731828215052523,4,fresh
540,Watermelon,False,4.9,84.1,171.1285734633026,39.05524197945044,1.6,4.7,26.042567461174116,6.1,0.0,5.63,7.9,91.2,20.761509149688447,488.29857246270916,4.609286922333977,16.951663464796734,5,fresh
1692,Banana,True,29.8,66.9,5307.865858268377,1778.966791716071,151.7,29.5,329.89095764360275,4.093817508154296,155.23,262.33,9.3,64.2,19.147941411941925,1220.2172178419166,14.572658756820342,8.298006428400729,4,spoiled
1426,Avocado,True,33.1,61.4,5156.285543446679,1456.2498935246556,259.2,32.4,160.35409919346256,4.278445503452092,749.96,583.16,0.7,61.5,18.08771829095679,1225.7556902734536,10.180102040046735,12.893803190534166,6,spoiled
776,Peach,True,6.1,94.2,399.96404684202446,167.9390188618062,6.7,5.2,23.972623208828193,6.0,16.64,27.55,8.3,88.0,20.406973979004114,474.9525714872723,2.2178769508124545,6.271657112412342,3,fresh
1668,Watermelon,False,20.3,80.0,1114.810374772744,667.1934653959754,21.8,20.0,110.92247621774803,4.097335695560326,0.08,22.12,7.1,77.4,17.3391814977163,1483.5926815543305,24.805087031188194,18.90154100914971,5,spoiled
1163,Banana,True,30.0,70.4,6700.280766525208,1906.220270909053,69.2,29.7,106.6486442578568,4.922555698948957,613.84,138.21,11.8,63.3,17.810853862245978,908.1468206880203,12.177391614914601,9.783986753687877,4,spoiled
1225,Cucumber,False,21.7,89.4,1119.7402603324058,638.6249515868499,17.4,21.3,101.87705960696314,4.7364561839042505,0.11,39.07,1.8,84.2,18.669864667529158,1766.1894299354212,11.107080028021443,11.16210072875436,5,spoiled
496,Avocado,True,21.4,60.1,2094.542418557134,667.1814128295209,56.0,20.5,164.77818094027535,5.4,222.56,175.99,0.8,69.2,20.809728061349983,1050.5213008083704,5.911348758572912,8.546690201171776,6,fresh
486,Apple,True,3.5,86.3,184.10500857845173,62.11771337047048,1.9,3.3,45.157444898026185,6.0,0.23,6.6,9.9,83.4,20.160378829766408,773.3590861759001,4.474024222105274,14.850523362040072,7,fresh
297,Cucumber,False,5.5,93.0,211.02731659274278,111.65866386094895,3.1,5.1,38.04706111249826,6.0,0.07,9.11,2.8,94.1,20.339452644164552,599.8213115359107,7.2621469793638225,12.648123748695854,5,fresh
1113,Orange,False,29.0,72.5,1196.0456974376273,1433.6519339376352,51.3,28.6,57.293330839457866,3.9732329536648794,0.22,61.1,4.4,73.8,20.22996932192381,1460.982748128758,26.419144028075756,16.41360532414246,6,spoiled
1936,Apple,True,22.6,71.6,4908.18687485486,1229.7902143909437,34.8,22.1,108.19913099284778,3.8258888800486694,0.81,59.74,9.3,71.7,17.569669877950602,1286.3063394132355,19.129412623889753,19.221366037801076,7,spoiled
1212,Tomato,True,22.6,90.8,2697.9074695391446,586.951715862436,18.5,22.0,257.3164338696122,5.611233484764504,24.57,53.52,2.4,85.8,18.465707450354746,1433.686217591931,7.258240001424895,13.70473037918849,5,spoiled
1279,Watermelon,False,22.7,60.0,1133.5188165994364,594.2403955248317,7.6,22.2,295.7991453281486,4.658327380461663,0.03,14.47,6.6,77.5,19.036901673321715,1084.5401472676074,16.283173925884615,18.24697540488892,5,spoiled
1477,Blueberry,False,32.8,60.5,1696.3115115768562,1399.4773963773866,71.4,31.9,336.9289093514824,4.885584460048893,0.19,125.13,6.9,71.2,18.827864251598097,1135.7168596292613,12.48798165294939,10.613937051955713,4,spoiled
1063,Banana,True,21.5,62.8,5079.826102358634,1262.7510091793329,52.2,20.8,122.0938305094909,5.132773432886815,240.99,102.9,12.5,64.1,20.110016844217892,1248.197163061518,12.790445135371119,7.15435352752175,4,spoiled
444,Mango,True,22.7,54.8,1809.9938628359378,648.6542668723936,56.4,22.4,179.25840649703136,6.409778072911905,6.34,209.64,13.8,80.6,19.548412340902296,900.736257522369,3.459341856708196,7.167984181668919,5,fresh
1240,Orange,False,16.8,66.3,867.3803286553693,545.9114499447297,15.5,16.6,33.163904793211564,4.938161107703583,0.11,26.02,6.8,74.4,19.169838347207534,1151.1933226373121,19.736161085140637,24.919871776543886,6,spoiled
214,Papaya,True,20.5,53.3,1237.591680204518,386.97241551177393,21.9,20.0,286.22855852603436,6.1,11.07,80.45,10.0,84.7,19.610657993439045,888.4052379849725,3.607345533821712,9.296569299054656,3,fresh
1497,Grape,False,24.6,70.1,1734.0117548970634,891.1863851346133,16.0,24.0,124.34170952792489,4.875811290447082,0.21,36.41,20.2,72.3,19.166984057362896,1596.799598936419,9.562913387848388,8.884526883210235,4,spoiled
469,Cucumber,False,19.3,49.1,685.5063173608755,413.2780048656411,6.3,18.5,152.95359601234608,6.5077972537558475,0.23,22.78,1.8,92.4,20.921781161414618,1223.331266033921,3.797811914657126,13.744238095763023,5,fresh
1531,Grape,False,32.9,67.0,925.4368573037776,895.8192428895841,24.6,32.5,289.4784840704036,4.512121146289173,0.22,68.35,10.2,69.6,19.714860871481385,1434.518485116329,8.003521542631606,10.078501683168813,4,spoiled
1196,Banana,True,28.7,64.8,5615.162609089731,1379.2999270926264,39.0,28.4,376.8620827515666,5.271146106070728,1589.78,110.53,12.7,67.0,19.54368727712632,1505.4962285293038,7.645030251291649,11.546019182172518,4,spoiled
1731,Strawberry,False,21.8,48.9,1293.8641788341479,604.3616314085148,23.0,21.2,202.95685016085685,4.469788456345195,0.18,71.48,8.2,84.7,20.45811047528201,1212.3087334518166,6.072757802980808,6.079866799222508,2,spoiled
1126,Bell Pepper,False,31.8,68.1,1386.1562043145361,868.4084753348397,79.2,30.9,249.5530343280068,4.81623989289332,0.15,114.83,2.0,79.5,19.71953373148381,1505.834114975335,24.48360946827684,16.559637994305085,6,spoiled
80,Bell Pepper,False,23.7,59.7,326.402517449886,264.915107583994,13.4,23.3,224.15523578053103,6.8,0.03,45.7,3.0,88.8,19.572219850972825,1450.8551057510076,4.6603704220356015,14.493498866404344,6,fresh
1956,Tomato,True,22.3,62.2,8540.247455689028,1730.5519625080658,28.1,22.1,180.5373727662655,4.745691797242844,3.03,59.16,3.0,79.1,17.504689759272573,1124.7673874493155,13.709262950805762,8.679407852550328,5,spoiled
379,Watermelon,False,5.0,91.5,164.53325694860993,49.728115426448085,0.9,4.0,37.24593534761584,6.5,0.02,2.61,5.9,90.1,20.339243502749987,467.6384539071538,6.928826277398812,20.054852900875392,5,fresh
274,Banana,True,4.0,87.4,188.620952102752,48.57633203039611,4.8,3.8,44.24589796121709,6.7,92.84,20.86,15.5,75.6,20.09334115889792,666.9095803514099,1.5409913897292864,9.237245028788454,4,fresh
55,Pineapple,False,4.1,93.0,124.70972127307542,48.32448870693203,2.7,3.3,38.31134766325872,6.1,0.15,7.51,14.3,83.9,20.41207803022946,749.7400614083417,7.941593925239998,16.820691037295447,6,fresh
222,Kiwi,True,3.7,87.1,410.0878266182611,108.02248115760727,6.3,3.2,17.679215175942826,6.0,0.39,15.74,10.8,81.6,20.535701933267596,365.51442823151103,9.929494812626622,15.035313488642597,4,fresh
880,Grape,False,2.8,94.8,123.48901777630155,44.61430391313708,1.0,1.9,0.5265010501689427,6.9,0.03,3.64,15.2,80.4,20.552600658643474,324.8928389076749,3.622382568832481,8.161068103205231,4,fresh
283,Avocado,True,20.3,58.8,745.4001794550737,280.5414046461996,16.8,19.5,242.10751314566835,6.0,65.12,67.75,1.0,70.3,19.59307104346665,911.201950352396,2.3870160117296093,13.797762777612045,6,fresh
