Sr_No,Fruit_Type,Climacteric,Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Ethylene_Production,Respiration_Rate,Sugar_Content,Moisture_Content,O2_Level,CO2_Level,Days_Stored,Shelf_Life,Spoilage_Resistance,Freshness
1729,Peach,True,22.2,47.8,1704.1254648954607,453.81607310887506,44.6,21.6,236.30781468473205,5.9,362.41,179.22,9.2,86.3,20.585954617044393,1257.9201376441792,2.4356073251612083,4.727667225581925,3,spoiled
1548,Peach,True,20.5,84.9,5579.040262176302,1246.2669726960787,50.2,19.8,67.30184681759901,4.979873759937754,37.39,123.22,8.0,81.0,19.786316141457014,1220.6718440968073,7.228247157414021,5.821735200856875,3,spoiled
1555,Pear,True,27.3,77.2,2061.3193056380173,596.0385960232072,44.9,26.6,277.82236648151604,6.0,23.35,132.56,9.4,75.9,18.489897814798024,1142.505785890987,6.951374117095773,12.44033242113927,5,spoiled
1218,Mango,True,28.8,70.2,6682.013792046828,2264.5197775580004,133.8,28.2,158.94856241169475,4.035864721562091,4.34,173.09,10.1,71.2,18.713444756934532,1784.6277406074319,19.06707154975417,13.680246500090277,5,spoiled
1363,Peach,True,25.1,74.6,6983.489730054906,1599.6475248953534,139.6,24.1,167.40041416258867,4.9459558256373155,75.67,272.37,8.6,79.5,18.994711859335155,1101.9283949845794,7.866099251412455,4.6424246652428005,3,spoiled
1770,Grape,False,24.8,79.7,913.3524202835112,1216.2432914990075,12.1,24.1,107.35847296487246,4.7597908561544955,0.18,26.77,19.3,71.7,18.236481301148817,1509.1541653140362,9.095440311212275,7.3961380514674975,4,spoiled
1814,Orange,False,20.6,67.7,325.3431210310537,259.13194226991055,18.2,19.9,222.5414150997878,6.5,0.07,38.42,5.2,75.3,20.3853652237366,1432.0435210562089,13.633905381430424,29.160192492598128,6,spoiled
1348,Cherry,False,31.0,75.4,739.314493841236,1160.2945881242886,21.5,30.5,202.81280914556643,5.761124576149688,0.27,73.94,10.3,76.1,18.97775178916028,1282.6256338202468,4.531564870021373,5.470631445321839,3,spoiled
1991,Strawberry,False,22.5,66.1,1098.6062584087301,995.5570405922546,21.3,22.0,138.0841975735617,5.2647378044652235,0.2,62.54,7.2,84.1,18.143765858815616,1982.1823183243637,6.318977160937068,5.095134296208166,2,spoiled
1471,Blueberry,False,16.2,59.6,857.4333957045909,588.787862268075,16.8,15.5,58.56637136916082,4.923325854760129,0.09,30.13,9.5,72.1,19.47570290660496,907.3130825878782,17.87988095593944,12.644229721396183,4,spoiled
1144,Kiwi,True,19.8,54.8,5847.690546457805,1501.6258302127144,59.9,19.5,245.09869613972342,3.8740399406298662,0.31,70.93,10.2,70.3,20.337974175675946,1102.1065887755233,24.431360363870752,17.998035409013973,4,spoiled
1340,Tomato,True,19.1,56.9,3134.1018323370945,767.805987430176,13.9,18.4,207.51627637953015,5.4,4.98,26.55,3.5,80.1,19.333740176827433,1342.354608183278,16.212559236520224,12.873726395434948,5,spoiled
1923,Watermelon,False,25.7,81.8,1467.354395720886,814.195847839726,25.1,25.0,134.25238677884838,3.5,0.07,20.26,5.1,78.5,20.16457097572217,1676.7078557365567,25.619092762045334,16.099874066474754,5,spoiled
1136,Cherry,False,29.5,87.9,1369.7958858019526,923.5727797088748,28.3,29.3,135.75215878035408,4.650197214333294,0.21,56.94,10.9,68.7,19.080958779256395,1215.262122721199,9.906622230997002,9.804012892907918,3,spoiled
1220,Bell Pepper,False,29.4,71.9,713.2138920970857,963.4643326315481,25.5,28.9,257.721142961172,5.473884564465047,0.25,55.85,2.0,78.8,18.667707620780796,1447.1558958264932,12.863518870944892,17.44319057446014,6,spoiled
1314,Blueberry,False,22.9,50.1,1421.1299851319818,618.840979478811,25.3,22.6,292.6056239835244,4.3682043339241154,0.07,56.38,8.8,72.8,19.115630189453494,1433.3350249292625,12.47304672273885,11.137163721834979,4,spoiled
1453,Kiwi,True,19.3,79.6,6411.997938716607,1615.527981894215,66.7,18.9,229.61496816408624,3.765005692296843,1.08,67.32,8.9,70.7,19.133602809094633,1396.9004627078648,39.506048549600465,24.765447784300058,4,spoiled
1457,Watermelon,False,20.1,65.4,725.9879524925987,741.084798366828,14.3,19.4,139.67981021020813,4.385301105952722,0.07,19.82,8.0,78.9,20.908987050806875,1170.9819678307304,26.125387584907784,14.232645645511901,5,spoiled
1508,Avocado,True,19.1,67.4,2463.185416958714,703.8948974991347,40.0,18.6,39.776751072179486,5.0,113.3,96.27,0.8,64.7,17.401601894527225,1307.6886917532715,10.779374746755916,11.60896257182537,6,spoiled
1330,Avocado,True,22.0,58.1,1878.2881500777848,657.7286385627924,41.5,21.2,123.83450883440332,5.2,174.69,103.25,0.9,65.3,20.784549279343913,1472.4843549951677,10.07974928055241,12.688905894022891,6,spoiled
1692,Banana,True,29.8,66.9,5307.865858268377,1778.966791716071,151.7,29.5,329.89095764360275,4.093817508154296,155.23,262.33,9.3,64.2,19.147941411941925,1220.2172178419166,14.572658756820342,8.298006428400729,4,spoiled
1426,Avocado,True,33.1,61.4,5156.285543446679,1456.2498935246556,259.2,32.4,160.35409919346256,4.278445503452092,749.96,583.16,0.7,61.5,18.08771829095679,1225.7556902734536,10.180102040046735,12.893803190534166,6,spoiled
1668,Watermelon,False,20.3,80.0,1114.810374772744,667.1934653959754,21.8,20.0,110.92247621774803,4.097335695560326,0.08,22.12,7.1,77.4,17.3391814977163,1483.5926815543305,24.805087031188194,18.90154100914971,5,spoiled
1163,Banana,True,30.0,70.4,6700.280766525208,1906.220270909053,69.2,29.7,106.6486442578568,4.922555698948957,613.84,138.21,11.8,63.3,17.810853862245978,908.1468206880203,12.177391614914601,9.783986753687877,4,spoiled
1225,Cucumber,False,21.7,89.4,1119.7402603324058,638.6249515868499,17.4,21.3,101.87705960696314,4.7364561839042505,0.11,39.07,1.8,84.2,18.669864667529158,1766.1894299354212,11.107080028021443,11.16210072875436,5,spoiled
1113,Orange,False,29.0,72.5,1196.0456974376273,1433.6519339376352,51.3,28.6,57.293330839457866,3.9732329536648794,0.22,61.1,4.4,73.8,20.22996932192381,1460.982748128758,26.419144028075756,16.41360532414246,6,spoiled
1936,Apple,True,22.6,71.6,4908.18687485486,1229.7902143909437,34.8,22.1,108.19913099284778,3.8258888800486694,0.81,59.74,9.3,71.7,17.569669877950602,1286.3063394132355,19.129412623889753,19.221366037801076,7,spoiled
1212,Tomato,True,22.6,90.8,2697.9074695391446,586.951715862436,18.5,22.0,257.3164338696122,5.611233484764504,24.57,53.52,2.4,85.8,18.465707450354746,1433.686217591931,7.258240001424895,13.70473037918849,5,spoiled
1279,Watermelon,False,22.7,60.0,1133.5188165994364,594.2403955248317,7.6,22.2,295.7991453281486,4.658327380461663,0.03,14.47,6.6,77.5,19.036901673321715,1084.5401472676074,16.283173925884615,18.24697540488892,5,spoiled
1477,Blueberry,False,32.8,60.5,1696.3115115768562,1399.4773963773866,71.4,31.9,336.9289093514824,4.885584460048893,0.19,125.13,6.9,71.2,18.827864251598097,1135.7168596292613,12.48798165294939,10.613937051955713,4,spoiled
1063,Banana,True,21.5,62.8,5079.826102358634,1262.7510091793329,52.2,20.8,122.0938305094909,5.132773432886815,240.99,102.9,12.5,64.1,20.110016844217892,1248.197163061518,12.790445135371119,7.15435352752175,4,spoiled
1240,Orange,False,16.8,66.3,867.3803286553693,545.9114499447297,15.5,16.6,33.163904793211564,4.938161107703583,0.11,26.02,6.8,74.4,19.169838347207534,1151.1933226373121,19.736161085140637,24.919871776543886,6,spoiled
1497,Grape,False,24.6,70.1,1734.0117548970634,891.1863851346133,16.0,24.0,124.34170952792489,4.875811290447082,0.21,36.41,20.2,72.3,19.166984057362896,1596.799598936419,9.562913387848388,8.884526883210235,4,spoiled
1531,Grape,False,32.9,67.0,925.4368573037776,895.8192428895841,24.6,32.5,289.4784840704036,4.512121146289173,0.22,68.35,10.2,69.6,19.714860871481385,1434.518485116329,8.003521542631606,10.078501683168813,4,spoiled
1196,Banana,True,28.7,64.8,5615.162609089731,1379.2999270926264,39.0,28.4,376.8620827515666,5.271146106070728,1589.78,110.53,12.7,67.0,19.54368727712632,1505.4962285293038,7.645030251291649,11.546019182172518,4,spoiled
1731,Strawberry,False,21.8,48.9,1293.8641788341479,604.3616314085148,23.0,21.2,202.95685016085685,4.469788456345195,0.18,71.48,8.2,84.7,20.45811047528201,1212.3087334518166,6.072757802980808,6.079866799222508,2,spoiled
1126,Bell Pepper,False,31.8,68.1,1386.1562043145361,868.4084753348397,79.2,30.9,249.5530343280068,4.81623989289332,0.15,114.83,2.0,79.5,19.71953373148381,1505.834114975335,24.48360946827684,16.559637994305085,6,spoiled
1956,Tomato,True,22.3,62.2,8540.247455689028,1730.5519625080658,28.1,22.1,180.5373727662655,4.745691797242844,3.03,59.16,3.0,79.1,17.504689759272573,1124.7673874493155,13.709262950805762,8.679407852550328,5,spoiled
1016,Pineapple,False,28.8,83.9,1131.8003331365708,752.4845956615395,92.0,28.0,147.06531777267128,4.392824881626184,0.37,102.23,8.2,73.4,18.918025234994126,951.0097112303952,19.75381218165424,12.516300539498387,6,spoiled
1850,Peach,True,24.5,62.4,9506.046184846417,1965.4162274484063,31.0,23.8,254.9507437909926,4.699244605478999,64.23,97.4,10.1,82.4,20.207932358894677,1313.6470000110182,5.923244560916277,3.5536297921267233,3,spoiled
1579,Papaya,True,26.1,79.4,7383.121365295437,1740.2774934269612,62.6,25.7,249.2957214158656,4.6554671139514365,18.06,131.54,8.1,77.9,19.19319199554895,1034.2470872229835,8.622784385548792,8.735763637907434,3,spoiled
1547,Papaya,True,23.7,95.3,5779.076965548205,1321.4946735758015,25.8,22.8,263.4430977696928,4.309771199025406,17.23,55.11,7.4,76.9,18.449959726725865,1650.5236204238831,10.2364606635876,7.5860597446000835,3,spoiled
1655,Cherry,False,21.8,75.8,434.3259892789528,266.09441898145394,6.0,21.6,51.34739512319353,5.4,0.2,18.93,14.1,75.0,17.62110444022772,874.5503167799575,5.748826261618909,8.901402777022183,3,spoiled
1078,Bell Pepper,False,7.3,87.1,355.82250455721294,200.62271679200214,6.9,6.4,9.585942191928087,4.9,0.08,13.96,4.7,87.1,20.506617804894514,389.6770779456985,14.878700148009525,14.76343763606257,6,spoiled
1018,Mango,True,29.1,74.6,10582.874758148882,1962.970316213746,152.9,28.4,378.0349661196223,4.376942719715226,10.64,303.52,10.3,70.0,18.51619286815611,1166.1472166126457,12.810196307319174,11.011947763956398,5,spoiled
1662,Cherry,False,34.4,76.7,2437.513311268099,1087.237837186919,53.5,33.6,262.2029958013791,4.207911136031469,0.31,133.35,9.3,70.1,19.278102790573755,1129.923876828621,10.055010801306132,8.833777334504578,3,spoiled
1400,Papaya,True,19.2,67.8,5896.4080558597025,1409.4531147099738,22.4,18.8,104.44275903427756,4.516405944040474,4.09,53.74,9.9,77.1,19.459970473532767,824.0007970861997,10.840327669662729,7.590574849181419,3,spoiled
1969,Tomato,True,23.9,62.7,1563.5534162501945,552.0297708833662,24.3,23.1,168.27607230763647,5.6,83.07,71.43,3.7,86.5,20.867218125215263,1472.0466717886006,7.018168907957539,12.891843442516128,5,spoiled
1231,Cherry,False,25.9,78.6,1128.888300926083,652.6959758333918,27.1,25.6,105.29130195738104,4.539583434109697,0.07,82.28,14.9,74.4,17.7544764699047,1993.3853394469636,5.535687099874922,7.339940994514354,3,spoiled
1197,Pear,True,23.6,70.2,4028.567048756644,2338.4738186183035,47.3,23.2,28.192694989829015,4.973315129995677,18.1,62.75,9.3,70.8,20.141264797245167,1454.8155292675567,14.279720864674996,8.061796892632051,5,spoiled
1503,Blueberry,False,19.7,48.9,566.4894318027561,525.9309438007184,15.2,19.0,146.3532857082359,5.833351326140807,0.11,38.87,10.7,76.8,20.02930952659623,986.532837408035,9.60541503463138,12.805016239348411,4,spoiled
1966,Strawberry,False,20.4,59.4,1094.5181303513034,862.7733747284966,9.6,19.8,162.97262415797465,4.485668693015941,0.13,32.05,5.6,85.1,19.605623278047442,906.0078877339677,4.69952895442019,3.7535650603326154,2,spoiled
1009,Blueberry,False,20.9,80.4,1112.9487136153436,1052.3870596496963,33.4,20.7,108.8901275388305,5.1626268670522775,0.12,48.82,12.0,70.7,18.212368087007704,1362.7035691086774,14.847307280046186,11.862245247694451,4,spoiled
1846,Grape,False,18.5,84.3,1413.2589156353267,766.5275403448767,10.8,17.8,81.37891351778667,4.086453471725736,0.08,13.48,21.6,69.3,20.86357303162683,1361.4022620323137,19.179435750967706,10.36112753505137,4,spoiled
1216,Strawberry,False,26.3,71.2,682.151585451386,615.8469416251264,24.8,25.3,176.2102066741406,5.062722085078961,0.14,87.23,6.9,85.1,20.740908159898527,1498.7412700226603,4.2168090205232405,6.843726266428403,2,spoiled
1245,Orange,False,29.1,76.8,1704.42640350387,1019.8809734329838,79.2,28.5,344.96864874387086,3.659129493090978,0.05,60.46,1.8,73.5,19.076214495952282,1498.4485085200715,38.87155438223221,28.616751698183705,6,spoiled
1153,Cucumber,False,20.7,87.8,1184.2758437473153,788.4299043169312,11.1,20.1,125.08786739589237,5.256408702850081,0.14,22.91,2.5,83.8,18.449354279458923,1605.7026784278978,11.442773055316811,11.993049269071081,5,spoiled
1997,Avocado,True,29.8,83.8,4831.622519928606,1644.2714238732997,306.3,29.2,16.377710745514417,3.921864158780956,154.36,331.33,1.1,61.5,17.731392227626312,1412.1291373210602,15.723032332952366,7.977842950080746,6,spoiled
1982,Avocado,True,17.7,58.4,4464.237040626815,939.3628250775586,30.7,17.5,293.3697896336412,4.514209233963337,74.29,55.94,0.9,64.2,19.462457489245253,823.9736959993464,13.770081798160637,7.1218773289121815,6,spoiled
1032,Mango,True,16.3,81.0,4773.605499992889,1005.0233063212667,62.7,15.7,51.66012267127689,4.037902673498216,3.01,119.91,16.2,74.4,17.77574082532921,2367.1170788527015,11.44974839092279,10.559867531168575,5,spoiled
1709,Cherry,False,20.8,81.4,938.0659797255968,476.36330992939503,7.9,19.9,297.0276635683708,5.024490130598904,0.05,25.49,10.9,78.0,19.742182181333956,1590.4844225313918,5.447203967778191,8.084317063453211,3,spoiled
1241,Cucumber,False,16.7,63.5,1310.1596079846179,782.4069545894715,8.2,15.7,67.82265930422346,5.451344337301998,0.12,16.53,1.0,84.9,18.15647457212399,957.4180252027138,14.719286244862502,13.649748129124806,5,spoiled
1040,Avocado,True,17.4,88.0,2898.7493007655494,751.6999633712995,51.7,17.0,170.51823510193762,5.9,83.74,138.34,0.8,66.8,19.47476018670184,1712.923592283187,8.66780195123265,7.393766393106936,6,spoiled
1487,Pear,True,26.8,71.9,4442.2110565554485,2629.8846662854003,32.1,26.4,395.7326799359706,4.458899713926318,8.7,60.16,8.9,70.7,19.089369874169627,1692.340710000739,12.56524589474271,8.396274599776376,5,spoiled
1030,Peach,True,24.8,92.2,5309.292194886774,2572.6503524793593,31.4,24.2,100.51815546400178,4.689996227363772,133.74,49.78,9.0,80.9,18.461292627035043,1525.3596722926497,6.450134530974401,4.585084544284586,3,spoiled
1152,Kiwi,True,21.4,86.7,3391.0018770362376,1033.958258906738,26.9,20.8,285.1185545474579,4.947552838284922,6.25,47.66,6.6,70.9,18.20614158328002,1480.9873082680654,14.4621374830447,19.159418556181457,4,spoiled
1017,Mango,True,24.4,56.3,6982.121362047093,1642.2090430994333,69.9,24.0,183.48340812818884,4.335189201608417,2.32,131.52,12.4,69.9,19.221517340772472,1359.3687109388907,12.827682888215925,13.083177050163945,5,spoiled
1365,Orange,False,3.0,85.1,164.06068606250358,77.87761457393745,2.2,2.5,16.034320346680055,5.0,0.03,3.67,8.1,85.2,20.220995206106164,762.6834183274132,20.586635180330823,24.409314017359854,6,spoiled
1608,Papaya,True,25.1,59.5,3032.675268891675,2049.478214900858,29.2,24.6,182.40928524203406,5.597748296235345,35.39,85.89,6.6,78.6,19.291740702089335,1882.1579692496039,6.9895668229656875,8.97042368821065,3,spoiled
1783,Strawberry,False,28.4,68.3,2266.2239303151346,1069.064880358608,25.0,27.9,234.92799080266278,4.593573654871804,0.24,57.3,6.6,82.5,18.497718230822944,1836.3925934400409,5.9646362763941525,4.594080675682707,2,spoiled
1397,Kiwi,True,32.2,77.8,9062.318220114852,1674.988263327132,288.2,31.2,245.05449499118475,3.5,2.8,226.78,4.3,70.0,18.425943815487763,1258.3107254173678,22.442497874515205,15.463990560790371,4,spoiled
1620,Tomato,True,30.0,89.6,9879.784886847367,1997.7238588709615,30.7,29.8,258.40702367663715,4.631385132909803,7.49,69.45,3.1,80.6,19.733947727829822,1092.5503413933136,11.677765766920682,12.099850841777748,5,spoiled
1140,Tomato,True,28.6,76.3,8997.835625049865,1958.328184097484,44.8,27.8,341.84517608227213,4.082155191608548,11.89,67.38,3.9,80.7,18.02788962892097,1841.9044445726845,11.769784501680967,7.364753489551411,5,spoiled
1440,Cherry,False,32.8,72.0,2069.196544090406,1079.3185629549514,45.2,32.1,360.4563734072736,4.322678365423289,0.26,133.04,10.2,71.4,18.921746864430183,1129.66414269237,6.975356273392674,5.365091709486541,3,spoiled
1161,Watermelon,False,28.0,82.5,1257.4402757026662,1147.3117152241946,38.3,27.5,101.70626647797573,3.8431254153592977,0.05,30.57,3.5,78.0,18.56899115092834,1113.8561855854,24.433978125231263,17.1887381066374,5,spoiled
1606,Cucumber,False,23.2,86.4,666.3610740078585,693.4010161036995,10.1,22.4,254.63979150129424,4.5127510792929275,0.32,21.39,1.3,85.4,18.600745778980308,1748.3007742409882,9.82670204723679,12.309815377438085,5,spoiled
1139,Papaya,True,33.7,71.4,6342.198564888786,1634.6741057067345,76.7,32.8,215.00228679702852,4.291173138163928,7.27,170.01,6.0,79.7,19.586908600807394,1627.585307566506,5.8492405531724065,6.0548324097227795,3,spoiled
1172,Strawberry,False,33.6,60.5,1561.4016916258283,800.0654615977965,29.9,32.9,213.321194738886,5.537721924592905,0.27,112.83,4.1,85.0,19.723453848289946,1298.32312162587,3.2648934620465515,4.498862435689334,2,spoiled
1303,Mango,True,25.5,72.0,2669.805014777049,832.5785428353463,67.0,24.9,325.8191480073527,5.374423615659782,28.12,205.96,12.0,75.9,19.5921490296127,1042.5999195023362,6.264902112304631,10.87609857027127,5,spoiled
1647,Apple,True,22.1,80.3,2201.2846711163616,934.3848961676581,35.9,21.2,181.69913395673535,5.395280618336227,2.86,70.16,8.6,72.6,19.649476804703323,1416.8152331217693,15.59195703306475,24.107737429753605,7,spoiled
1626,Grape,False,31.5,79.1,1150.4947723354967,574.1035936700235,24.8,31.0,213.28557414998312,3.8730590082278495,0.2,48.95,10.3,68.9,18.623055981597116,1778.475284448084,9.895659373166207,12.52272390807656,4,spoiled
1619,Kiwi,True,26.0,79.9,4623.522361295893,2463.992459704339,83.1,25.4,279.67485574010317,4.974369380251951,2.32,96.95,4.8,71.2,19.67648775799209,1374.1059175954265,27.225605239592458,26.1231700279506,4,spoiled
1849,Cherry,False,22.2,67.7,1138.9576011055335,740.6155281846387,15.9,21.8,169.21442580023853,5.588900720250038,0.05,47.45,14.9,75.3,19.670007903098224,1335.5929868285316,6.768040574767289,8.42325446438031,3,spoiled
1056,Mango,True,1.5,88.1,198.29020716486488,96.76930871729115,9.8,0.9,49.21807518504684,5.3,1.77,27.94,14.6,81.8,20.662774433581955,493.9161556625781,7.451460464693955,11.487320896659526,5,spoiled
1727,Blueberry,False,4.5,88.2,516.4367367405365,128.332520417381,5.2,3.6,48.7484758557219,4.6486663729340565,0.02,7.67,13.1,81.2,20.21652591609377,671.2666369009296,17.027289271914448,13.435653944945654,4,spoiled
1252,Pear,True,33.3,79.0,2063.318942819052,1427.639698864145,33.1,32.8,254.3091021357604,6.132063951549004,5.23,113.06,6.7,76.6,18.07545095928973,1138.216001078458,4.619000334436294,11.621047034215419,5,spoiled
1738,Bell Pepper,False,21.0,66.5,979.6084579133453,619.0464339273606,27.9,20.5,112.00548329891174,4.18898395242886,0.14,39.69,3.8,78.7,19.553370061370952,914.2768998649152,22.139621243171895,17.562280889947676,6,spoiled
1584,Papaya,True,30.3,64.9,4547.578781662162,1602.6633504402578,55.6,30.1,163.79682392566025,5.610598405585085,13.72,163.38,7.6,77.5,19.883603528487658,1865.1838687945783,7.0169182223013085,9.541145212715884,3,spoiled
1739,Kiwi,True,33.5,73.9,5848.978997874244,3479.386948068286,135.5,33.2,177.9683340071247,3.982762073711885,1.76,185.15,0.9,69.9,18.662001779967298,1891.685754321669,26.595108933818025,21.15758340122,4,spoiled
1183,Mango,True,18.5,83.6,4282.684611915657,933.5451719719233,87.4,18.1,76.77416758325562,4.507580036166243,1.2,139.09,15.0,72.4,18.436015568649932,1262.7339091071353,13.677916564215653,9.016747132076057,5,spoiled
1123,Kiwi,True,20.6,62.4,3190.6987184863947,1083.5926975537848,41.0,20.3,267.19259818986166,5.127014791804157,1.09,59.32,8.9,69.9,20.642818637719383,1393.8771462989005,24.590038773866112,26.412200656577944,4,spoiled
1122,Mango,True,19.9,67.4,3710.0884541187897,1096.1820789263973,40.0,18.9,274.1252393070141,5.788019511315879,25.79,113.32,13.2,76.2,19.46100708797163,923.4400192539368,7.662646628861449,11.02525603408053,5,spoiled
1074,Papaya,True,12.5,67.0,1672.4607414341692,820.4399947129999,13.6,11.6,129.73044290763573,5.456741474927033,36.69,43.9,12.2,83.3,20.769229566621217,1450.8753097601939,5.541031584131695,8.684036470518624,3,spoiled
1356,Cherry,False,24.8,85.5,933.2682829283788,1312.8572644190285,14.1,24.5,172.75081193375877,4.918358157749651,0.18,27.6,15.4,74.4,19.83616591262047,1397.0794011655667,7.422699008290201,6.296019085127407,3,spoiled
