ambient_temp,humidity,gas,voc,co,core_temp,light,ph,freshness
4.5345716,62.77475,99.20869,124.122505,6.23123,4.0764832,250.24078,6.5192313,
4.559138,58.510387,98.79015,147.58766,4.801444,4.076481,250.00023,6.469876,
9.535668,92.877846,390.53696,263.37793,10.615765,21.594448,553.3919,5.9364085,
22.990345,94.861786,437.11945,336.51675,15.478866,21.581144,591.31,5.7329483,
23.0,94.91755,439.99994,350.7688,17.116083,21.575195,615.7197,4.6198835,
5.109228,85.34199,432.1041,160.29839,6.3039527,21.59477,606.0219,5.5069833,
4.52944,61.579742,99.58647,154.45401,6.648683,4.0771103,252.16577,6.3998923,
4.5314727,70.92892,171.62248,165.11343,10.971311,21.594305,556.94684,5.7220044,
22.99994,94.915474,439.54834,349.4118,16.720053,21.562357,547.03595,5.387563,
4.5296044,71.51788,137.88399,240.95825,13.832138,21.579124,441.42346,5.4936385,
22.985125,94.841064,418.82343,324.96994,15.706166,21.580357,571.11786,5.676924,
22.907413,94.85153,422.98364,342.3863,15.407145,21.592089,567.4143,5.57394,
4.5388823,57.94938,98.792114,126.451454,4.401262,4.076481,250.00153,6.3480315,
23.0,94.91755,440.0,350.77045,17.128538,21.565107,624.18054,4.5753365,
22.999979,94.917206,439.97995,349.69922,16.321426,21.585691,604.4146,4.988201,
4.56625,66.11758,282.47968,150.0782,11.016735,21.585184,503.32764,5.642027,
4.5406194,63.48427,101.050804,130.5853,5.6238117,4.0902905,252.92786,6.374975,
4.5115933,60.191765,98.7932,107.141136,4.697731,4.076481,250.00003,6.6839094,
4.516298,57.01446,99.40334,110.78534,5.845056,4.13317,254.25722,6.569852,
4.5329666,65.982666,98.82027,128.94061,5.8250318,4.076481,250.0023,6.756637,
4.5434456,61.347187,98.79051,144.13376,5.333267,4.076481,250.00009,6.7294216,
22.999533,94.91426,438.01315,346.79193,16.409683,21.580826,568.3787,5.6773443,
23.0,94.91755,439.9999,350.76813,17.097689,21.563152,612.5924,4.66406,
5.3169937,72.81225,182.54448,168.9191,5.6214027,21.589434,551.597,6.5812435,
22.999998,94.91618,439.9812,350.5476,17.000858,21.586285,615.0408,4.841595,
23.0,94.91755,439.99963,350.76797,17.110348,21.578487,612.2076,4.5916967,
4.508592,59.63083,98.84275,108.954506,4.887564,4.0764875,250.30598,6.5768023,
15.96138,89.662445,408.56448,296.40286,14.491503,21.592136,554.0783,5.7382145,
4.513173,60.00558,98.794495,137.94002,4.8424172,4.076481,250.00026,6.4848204,
4.522416,59.589176,98.793785,131.90456,4.4456162,4.076481,250.00087,6.5824466,
23.0,94.91755,440.0,350.77045,17.129633,21.579031,623.7543,4.569248,
23.0,94.91755,439.99637,350.71582,17.08095,21.559889,605.67224,4.692565,
22.597448,94.61688,424.7341,322.4698,13.943878,21.592049,551.46875,5.513645,
22.999973,94.91636,439.91202,349.7624,16.847095,21.589333,590.1654,5.18586,
4.511402,58.432163,98.790436,125.98781,4.5231085,4.076481,250.00012,6.673408,
4.5071235,62.105072,102.49824,104.94889,5.5414357,5.919846,282.50598,6.520606,
23.0,94.91755,439.99942,350.76697,17.08257,21.578169,588.7732,4.7008414,
4.5187526,62.73317,98.86885,120.8563,6.8154564,4.076487,250.12334,6.7242165,
4.5131197,58.645424,98.79009,116.11467,4.2495418,4.076481,250.0,6.6044836,
4.507756,62.77458,106.84023,125.620255,7.1729074,21.0145,443.8466,6.374423,
4.5397706,78.23462,360.35995,175.5474,9.40836,21.594212,573.681,5.818873,
4.5423765,59.12526,98.843414,121.05525,4.536749,4.0764813,250.08107,6.753662,
4.5063224,58.110023,98.78914,119.89674,4.1188293,4.076481,250.0,6.730521,
4.5444007,58.32697,98.78957,127.885925,4.4284296,4.076481,250.0,6.6657286,
4.51586,61.854565,99.33367,123.88874,5.7876964,4.0858703,253.52832,6.630625,
4.5196743,63.658554,98.79315,125.59754,5.1676397,4.076481,250.0004,6.4732685,
4.5178714,66.36223,99.96223,144.8967,8.316301,4.1341367,255.53995,6.5908995,
22.93958,94.7895,421.69846,319.8235,15.886064,21.573221,563.5356,6.0251684,
4.524201,59.092083,98.789116,113.66658,4.088461,4.076481,250.0,6.5291905,
4.5108705,61.013454,98.799706,141.49493,5.6546636,4.076481,250.00676,6.6495175,
4.5276933,59.194782,98.790955,125.37549,4.9599395,4.076481,250.00021,6.5134864,
23.0,94.91755,440.0,350.77045,17.12982,21.582842,626.5022,4.5669684,
22.999527,94.89978,439.86035,348.56702,16.64978,21.564508,601.1395,5.177367,
4.5232625,60.507977,98.82293,126.691,6.9807177,4.076481,250.02083,6.6525784,
4.5146227,59.992115,100.36264,146.65025,4.601665,18.033693,342.0238,6.578046,
4.544684,60.831944,98.81285,119.45151,4.317946,4.076481,250.00551,6.7687464,
5.211342,89.129456,315.61215,245.49858,10.314292,21.594494,570.3812,5.735975,
4.534848,72.85051,248.13112,168.00215,11.470141,21.594654,582.03204,5.468488,
4.515793,59.82457,98.82334,128.14525,5.810158,4.076481,250.00922,6.5829196,
4.5054045,56.792336,98.78912,113.04755,3.9389083,4.076481,250.0,6.65201,
4.5155344,61.824745,98.79295,124.872025,4.6511273,4.076481,250.00009,6.4354086,
4.5116305,62.424625,103.23903,160.97833,6.017713,4.111477,260.9281,6.5494695,
4.515593,60.080227,98.790146,97.13082,3.98402,4.076481,250.00003,6.579861,
4.5094867,62.44769,98.79813,131.88416,5.1638503,4.076481,250.00197,6.4824634,
4.5408444,66.030594,99.0297,121.26091,5.8171844,4.076487,250.27594,6.503644,
4.5160813,62.27344,98.80347,126.31399,5.73661,4.076481,250.00645,6.6954975,
23.0,94.91755,440.0,350.77032,17.12447,21.591635,620.46484,4.6005173,
4.520976,60.147736,99.18047,145.34177,5.029327,4.077145,251.23988,6.288645,
23.0,94.91744,439.99854,350.65622,17.043291,21.565903,614.6055,4.7220182,
21.552683,91.94548,431.2445,290.35858,12.469977,21.593327,580.8916,5.2856293,
4.513065,61.355663,99.394745,132.98114,5.392039,4.082747,252.76984,6.5034432,
4.518127,62.135483,98.83017,114.25267,5.580455,4.076483,250.1215,6.7038617,
22.999989,94.91664,439.9869,350.57782,16.96999,21.55581,616.56287,4.8418922,
23.0,94.91755,440.0,350.77045,17.127716,21.583675,625.2264,4.598112,
4.5201144,61.20223,98.87161,138.02983,5.351603,4.0764823,250.15991,6.2460194,
4.5160418,57.44731,98.7893,114.07081,4.0589223,4.076481,250.0,6.717212,
4.5247726,58.287422,98.79002,108.71488,4.039708,4.076481,250.00003,6.5291953,
4.539379,60.668068,98.79311,122.10872,4.828564,4.076481,250.00046,6.641367,
4.510314,72.21524,106.497734,136.74715,7.9895515,20.812206,339.92197,5.8008194,
4.5192924,57.957,98.79274,141.93028,5.276606,4.076481,250.00018,6.5542626,
4.5277,60.302086,98.82435,139.30887,4.494354,4.076481,250.05344,6.616195,
4.528041,61.412804,98.89003,122.43,4.896906,4.0764813,250.11119,6.6471167,
22.82808,94.308815,437.6068,289.7938,11.417683,21.594378,557.1613,5.5533113,
4.5175934,59.26368,98.81481,129.84076,5.0468035,4.076481,250.00433,6.7248397,
4.537896,58.878304,98.80146,109.200455,4.5619097,4.076481,250.00087,6.612326,
4.5254765,59.60348,99.85503,123.47502,8.371004,4.0772176,253.14372,6.612892,
23.0,94.91753,439.99835,350.72415,17.062029,21.585857,597.1673,4.8173594,
4.5255756,66.357,98.9209,124.143845,10.6336975,4.0764847,250.29149,6.547577,
4.5098433,61.796448,98.79055,115.78381,5.083391,4.076481,250.0,6.711128,
22.998045,94.910934,438.35516,347.31897,15.8203535,21.546904,583.52094,5.132396,
4.51544,56.747734,98.78911,112.300575,4.0806336,4.076481,250.0,6.640282,
22.89395,94.831436,436.1294,323.21878,12.586054,21.590256,587.76715,5.628673,
22.935997,94.88299,434.014,325.34738,15.823611,21.576654,556.7276,5.652456,
4.6426816,63.728912,173.04652,170.67491,5.350522,21.59145,600.85455,5.9568286,
22.799902,94.77673,421.72964,325.73083,16.245193,21.587877,578.0897,5.4237714,
22.999687,94.914604,439.50595,348.23944,16.311752,21.588577,591.8673,5.0174747,
5.35717,92.14475,401.89868,257.1403,8.748597,21.593935,602.0933,5.7125382,
4.528052,58.49895,98.791824,114.85173,4.2376075,4.076481,250.00084,6.7015615,
22.991114,94.88953,433.2949,335.2152,16.325195,21.551943,584.78723,5.0331597,
22.999979,94.91657,439.99542,349.29965,16.790287,21.593237,618.5875,5.1002436,
23.0,94.91743,439.9994,350.57953,16.72966,21.588705,618.626,4.680087,
4.5155735,63.247337,99.544174,145.29144,6.8380733,4.07679,250.4045,6.650135,
23.0,94.91755,440.0,350.77045,17.126009,21.573593,624.4647,4.576227,
22.986952,94.87758,438.90814,346.65372,15.914803,21.589624,577.30927,5.2520866,
4.5125055,62.885113,98.915375,136.37024,6.230794,4.076495,250.63284,6.606223,
4.5189543,58.80797,98.79122,118.21245,4.8462076,4.076481,250.00021,6.5900583,
4.515629,61.32741,98.80944,121.02869,5.5545335,4.076481,250.00874,6.7082925,
22.99998,94.9174,439.91852,349.7297,16.924412,21.585924,610.80334,4.7707553,
5.014378,75.29294,354.3848,221.97365,7.935373,21.589,561.7697,5.4840956,
23.0,94.91755,440.0,350.77036,17.128923,21.536852,618.75726,4.5862074,
11.028127,91.837326,353.90964,246.81657,12.954777,21.594374,595.26733,5.8917847,
23.0,94.91755,439.99957,350.76273,17.117302,21.573332,612.9739,4.6442766,
4.595548,61.67782,98.81595,131.992,4.9039526,4.076482,250.13281,6.7461276,
23.0,94.9175,439.99957,350.65524,17.001005,21.583647,615.40045,4.676468,
4.511578,63.53209,98.971054,118.76679,7.3632126,4.077114,251.98878,6.594486,
19.864248,91.741135,434.26862,279.21097,10.382969,21.585882,610.19086,5.5294623,
22.99893,94.908226,439.57367,348.92435,15.143592,21.585392,573.59576,5.34891,
22.99999,94.915535,439.98044,350.56232,16.764713,21.579844,585.0643,4.784971,
4.5461264,61.34107,98.80707,139.24199,4.8927927,4.076481,250.00385,6.6276107,
22.998875,94.91232,439.8757,344.49066,15.775265,21.5872,595.01276,5.051698,
4.5258346,59.164604,98.79426,150.88689,4.344364,4.076481,250.00111,6.376624,
22.999878,94.91642,439.9173,349.2997,16.767353,21.554667,583.5509,4.960728,
23.0,94.91751,439.99988,350.73206,17.024853,21.585773,618.3937,4.579226,
4.516468,56.375977,98.78935,132.18628,4.0958714,4.076481,250.0,6.630973,
4.507291,59.68061,160.87106,139.45125,7.291204,21.591574,556.8674,6.2418556,
4.51476,61.78915,98.79059,123.186714,4.6610756,4.076481,250.0,6.8283005,
4.5712605,81.75993,276.65134,138.91379,8.351182,21.585419,535.67645,5.6277547,
4.5155363,61.09183,239.59624,142.82066,8.630423,21.59488,561.5623,5.5485764,
23.0,94.91755,439.99994,350.7688,17.122978,21.550716,620.5207,4.637254,
4.767318,75.39683,409.17764,167.94142,8.940893,21.594889,608.0693,5.6122437,
4.6068373,78.48641,324.49045,177.84732,7.407704,21.594501,543.19556,5.2952003,
23.0,94.91755,440.0,350.77045,17.129835,21.585142,626.4446,4.566766,
4.5088773,60.22364,99.767166,130.61148,6.2995863,4.1122494,257.89148,6.364452,
22.98765,94.890526,438.1892,340.33932,16.652117,21.589724,578.27203,5.649123,
13.8668995,93.48764,340.3127,267.66678,14.087411,21.579119,536.41364,5.999504,
4.5162244,60.282856,108.8829,137.73381,4.731905,20.260921,407.06754,6.2724814,
5.1901155,85.5673,322.56467,234.16086,12.301768,21.594694,557.7858,5.4798484,
4.516537,60.405678,98.79898,132.5933,4.887059,4.076481,250.0006,6.631062,
19.069298,94.335106,434.06586,262.7975,10.6907425,21.594011,606.8502,5.266835,
4.515948,59.32563,98.79262,122.45196,5.0516148,4.076481,250.00009,6.726198,
22.999992,94.916985,439.94684,350.43335,16.070557,21.580458,601.92114,4.892433,
4.5197926,62.082447,98.7955,142.60637,5.842958,4.076481,250.00069,6.693787,
4.536603,72.69998,241.18816,179.0863,9.769924,21.590288,519.27075,5.4987326,
22.977993,94.88254,439.70038,334.70013,14.320437,21.579481,606.40247,5.2448077,
23.0,94.9175,439.96817,350.6918,16.97142,21.560654,594.9464,4.7675743,
4.515119,60.894367,100.37492,141.34294,4.8517137,4.082617,252.61374,6.3475413,
22.847713,94.860405,423.23834,339.7762,16.031498,21.591496,559.0333,5.448319,
4.5133414,75.91556,243.55743,139.4275,8.845228,21.527628,481.09427,5.4034443,
4.5074205,64.48924,127.847466,142.55176,10.337977,20.974535,387.1181,6.1622844,
22.976698,94.87937,438.80804,344.26566,15.809654,21.57418,604.46454,5.075734,
4.515379,64.46106,99.64571,147.97705,7.256927,4.084159,258.99457,6.329879,
23.0,94.91755,440.0,350.77045,17.129694,21.570381,622.36334,4.5678544,
22.992802,94.869514,432.56622,340.57877,14.099427,21.5661,555.94714,5.586092,
4.577866,76.17628,177.30966,239.9037,14.595025,21.530338,439.73163,5.0062184,
4.533004,74.0962,365.518,149.50078,9.225815,21.594955,586.20056,5.322668,
22.995865,94.90446,438.43097,343.8512,16.350348,21.559978,566.3188,5.655825,
4.537955,59.945198,99.0064,138.76126,5.1576233,4.076496,250.39412,6.4211607,
4.5232162,68.4192,251.88278,134.31091,10.846854,21.594341,575.6963,5.344445,
22.967058,94.90799,429.8002,335.5287,13.706683,21.590212,550.84674,5.6333084,
4.524189,60.47328,99.1839,136.36465,6.332573,4.076777,251.0232,6.5028744,
22.953642,94.80041,439.794,330.80792,12.508786,21.59401,607.97095,5.3268027,
22.777052,94.86862,373.12216,326.24847,15.651575,21.583382,587.87366,5.858853,
4.5076,61.445194,114.42803,136.16,5.303814,18.696198,333.44006,6.231528,
21.070646,93.04883,438.01532,296.70184,9.506245,21.593422,598.44635,5.317784,
4.5220656,60.847443,98.79473,114.08618,5.722572,4.076481,250.00108,6.700664,
20.237482,93.017136,429.82132,231.88449,11.145306,21.590847,581.7917,5.9132323,
4.5304337,62.715614,103.97735,148.57074,6.5547624,4.456199,283.02426,6.293657,
4.5642896,62.73925,336.47406,144.05286,8.080317,21.594965,620.8147,6.134188,
22.999702,94.89786,439.41214,344.31134,15.896606,21.564955,585.5184,5.578811,
4.530246,63.81585,99.75073,141.19861,7.892238,4.0829506,255.73576,6.300075,
22.999992,94.91698,439.97498,350.31622,16.484493,21.568598,581.14856,4.827237,
23.0,94.91748,439.98776,350.73602,16.973324,21.574385,584.27386,4.748846,
23.0,94.91755,439.99512,350.758,17.102154,21.538107,610.644,4.628768,
23.0,94.91755,440.0,350.77045,17.129606,21.571455,623.8802,4.5683312,
22.997059,94.90059,439.39343,343.4606,16.085972,21.578678,577.0501,5.064877,
4.506034,64.50142,109.78435,146.2347,8.353115,19.162924,374.90967,6.02281,
23.0,94.91754,439.99854,350.75333,17.062315,21.565613,602.3666,4.6738663,
4.5369725,70.352005,325.69513,161.47499,10.183261,21.594671,602.1283,5.956192,
4.51593,59.52389,98.800934,128.10745,5.5828786,4.076481,250.00908,6.5611362,
22.996885,94.90067,439.9832,344.25018,16.520975,21.585205,610.8463,4.963353,
4.5126014,61.350132,99.0907,133.82239,5.671905,4.0795827,253.41484,6.552942,
4.72184,79.28852,309.33493,211.1805,10.851883,21.594696,591.3221,5.2252374,
4.542495,58.1883,98.80075,131.34584,5.058518,4.076481,250.00107,6.409973,
4.651976,69.49704,346.5713,157.51193,11.379833,21.594969,599.5698,5.527252,
4.5150785,65.99077,98.93891,136.15573,5.932332,4.076496,250.22127,6.4446487,
4.517151,59.69077,99.00881,124.69486,4.8805623,4.07673,250.81554,6.4463253,
4.511196,60.461315,98.79786,123.79486,5.7607956,4.076481,250.00018,6.6641426,
4.506303,59.43599,98.78987,119.55513,4.18026,4.076481,250.0,6.6440697,
4.5203815,59.951267,99.739044,132.43893,5.3878827,4.0842633,254.45094,6.368179,
4.516588,58.306076,98.789566,116.38678,4.872745,4.076481,250.00003,6.58314,
4.6735406,72.203,395.8754,161.15186,8.254471,21.594936,592.4825,5.025342,
4.5220227,58.585556,99.4813,117.56979,5.412388,4.076494,250.15224,6.728954,
4.5183144,59.204643,99.67315,162.95389,7.036011,4.077765,254.79253,6.6267695,
4.527255,57.965733,98.90805,149.12842,5.5146093,4.076482,250.08168,6.5713186,
4.5131035,58.396286,98.78987,149.96245,5.060965,4.076481,250.00005,6.4180465,
4.51196,60.139843,98.89094,141.6518,5.816291,4.0764823,250.18703,6.5208235,
4.5083137,58.736015,106.49218,143.03772,4.7472205,10.926254,300.61713,6.2510962,
4.506289,74.73161,140.29889,212.25157,9.27643,21.592457,515.2673,5.8448954,
4.525101,56.68486,98.78914,114.23961,4.0967083,4.076481,250.0,6.6113205,
22.938835,94.67687,439.6101,338.08466,14.511159,21.5893,606.0785,5.082911,
4.527331,59.938663,98.81005,108.072525,4.5690327,4.076481,250.00352,6.4969745,
5.9041715,86.97079,407.00452,224.69177,8.0564995,21.594389,605.6288,5.8785553,
22.999905,94.91642,439.96124,350.34583,16.93416,21.579807,606.0635,4.9396315,
22.789497,94.599205,430.48224,317.01022,15.560293,21.58557,586.8552,5.5919,
4.5494275,74.00951,313.40906,164.06,9.084567,21.594782,592.2489,5.367096,
4.504841,64.304535,249.10768,174.00998,11.956968,21.594831,582.6647,5.3398147,
23.0,94.91752,439.99283,350.69583,17.08688,21.581223,604.5152,4.71484,
5.193728,79.171165,381.8184,189.0751,10.710233,21.59435,569.8824,5.5813684,
22.98913,94.8193,435.5117,333.19693,12.413529,21.593327,546.74243,5.6478515,
4.5870075,68.452484,270.55576,152.78337,8.889199,21.591125,591.8526,5.404489,
4.54083,61.51414,98.82138,175.30222,6.381951,4.076481,250.00291,6.6177716,
22.999876,94.91664,439.06665,349.24176,16.795467,21.56262,597.5267,5.097904,
4.508672,60.470997,99.01406,123.033485,4.760216,4.081336,252.95973,6.5286384,
4.5123277,61.38265,99.283066,132.96451,4.60483,4.0765643,250.67026,6.6238155,
22.96867,94.85803,436.5372,339.40894,11.044822,21.583998,582.65643,5.644951,
4.5270286,62.291317,98.90716,127.331795,6.5522723,4.0764823,250.10515,6.6807694,
4.533448,60.500893,98.810036,120.230255,5.014011,4.076481,250.00267,6.575558,
22.98091,94.89224,439.13043,338.7598,15.297434,21.589342,535.7131,5.7012777,
4.525543,60.40933,99.29879,149.47636,6.091612,4.0765133,250.44478,6.4227715,
4.5286756,61.040268,98.79049,109.462425,4.457563,4.076481,250.00023,6.7679634,
22.999998,94.91743,439.95105,350.08386,16.95515,21.557,618.60895,4.757785,
22.972137,94.80889,438.52643,339.49228,15.859196,21.591019,595.3107,5.6775303,
4.539122,59.84314,98.805435,136.64424,4.978889,4.076481,250.05885,6.5377073,
22.999872,94.91451,439.81223,348.7303,16.947853,21.570475,600.61615,4.9772563,
4.5058675,59.178047,101.01264,136.14677,7.1042967,4.9166675,267.57312,5.9627843,
4.5170975,57.2772,98.789116,107.373,4.100511,4.076481,250.0,6.4555545,
22.989422,94.89649,439.57358,349.32184,15.487898,21.583586,571.41595,4.810758,
16.067326,93.490944,427.75726,289.269,11.971025,21.593256,576.05365,5.385748,
4.503537,58.680187,98.789215,134.35815,3.9089465,4.076481,250.0,6.4011216,
7.678078,91.27961,334.49475,214.99667,13.120551,21.594175,598.8009,5.417962,
4.527112,69.19426,331.98254,187.88559,9.860503,21.594934,603.7134,5.429718,
4.5222807,56.500652,98.791374,123.12196,4.64093,4.076481,250.0007,6.542163,
4.5034976,61.860188,115.42368,159.9852,7.419455,21.58892,568.00964,6.4815674,
4.770691,78.24051,385.9662,161.28203,10.221804,21.592855,564.0923,5.53935,
22.999912,94.913704,439.98352,349.27237,16.634161,21.583485,613.06134,4.8665485,
4.5137687,72.11375,103.81805,188.95164,10.471594,4.278509,254.106,6.3129416,
4.522106,58.51981,102.134796,124.973595,4.8528857,8.417222,296.84375,6.4976287,
4.5155945,60.946606,98.86357,147.49413,5.971814,4.0764904,250.20427,6.404863,
4.5151067,55.81753,98.78911,118.97706,3.9207973,4.076481,250.0,6.498208,
23.0,94.91754,439.99866,350.7453,17.010063,21.58865,606.01135,4.962516,
5.762635,89.60817,414.23755,209.26881,9.5453415,21.594854,594.69635,5.829178,
4.610026,74.35396,235.95879,176.80174,8.451127,21.594818,589.9951,5.5064936,
4.5333257,60.895573,98.791,112.007706,4.5973787,4.076481,250.00005,6.429989,
4.522109,63.28813,98.97033,109.203316,6.1784253,4.076481,250.03651,6.7138863,
4.5395937,72.86899,274.81857,196.53024,10.083024,21.5949,553.6048,5.2905602,
4.5186496,60.296844,98.7933,130.64705,5.4384527,4.076481,250.00092,6.6635633,
4.509805,58.388905,98.78931,151.1516,4.5628495,4.076481,250.0,6.489868,
4.5068955,79.52823,111.624916,181.24184,14.905354,20.577784,366.01654,5.721656,
4.5078144,62.422077,99.55591,127.52413,8.237149,4.0833445,256.65448,6.3520803,
4.510902,56.664574,98.78911,113.54207,3.9311423,4.076481,250.0,6.3507376,
22.985353,94.76848,437.61673,329.42673,14.828042,21.583735,588.3289,5.344959,
4.5281887,82.59761,141.1305,200.10985,7.9506965,21.594625,512.10944,6.454673,
4.53672,59.32124,98.79033,116.46448,4.3003926,4.076481,250.00005,6.6163344,
4.512121,61.577267,99.5255,146.0271,7.790916,4.089451,254.53459,6.263976,
23.0,94.91751,439.99442,350.60904,17.081179,21.567179,590.5368,4.7232847,
4.7976265,81.99686,407.84494,180.48944,10.76707,21.59494,595.2504,5.3808694,
4.5116477,59.467148,98.793465,109.2289,4.668039,4.076481,250.00073,6.5392666,
22.693718,94.82198,438.18542,321.14404,14.738614,21.578121,580.34375,5.1218753,
4.5126686,67.53175,247.92789,144.67534,8.415603,21.594656,582.5416,5.498082,
13.096749,90.54952,427.36945,209.72597,8.941539,21.593475,607.3596,5.6580667,
23.0,94.91754,439.99762,350.75668,17.098063,21.582624,600.6984,4.72621,
4.5035496,66.25974,168.44287,146.2885,8.428399,21.593966,565.9626,5.7239566,
4.5205154,59.315586,98.78939,114.69728,4.1968837,4.076481,250.0,6.578818,
22.959875,94.5989,438.79535,334.7918,14.977752,21.589888,584.08716,5.534139,
22.999979,94.917404,439.98022,349.788,16.312714,21.54437,580.07623,4.822779,
4.514376,62.443214,98.82141,135.40752,5.0000615,4.076481,250.02548,6.4522333,
4.5126348,60.849663,98.90001,121.748055,5.0287776,4.0764894,250.15543,6.587795,
4.5207434,59.50088,221.33704,154.80664,5.5596423,21.430992,431.6358,6.5211744,
23.0,94.91755,440.0,350.7698,17.12124,21.59098,620.0373,4.597861,
23.0,94.91755,439.99927,350.7332,17.07143,21.564766,608.605,4.703576,
6.072425,76.97401,423.45502,199.17717,9.865281,21.59481,600.99,5.333708,
4.511017,68.3529,270.92422,168.59055,10.059744,21.594862,595.43256,5.6210485,
4.5122514,64.16928,99.95451,123.83106,6.412405,4.0853686,253.17209,6.497862,
4.5422807,58.08657,167.40898,134.39706,7.0425177,21.59222,571.5437,6.218756,
23.0,94.91753,439.99548,350.73007,17.074,21.57646,618.2232,4.7108994,
4.513262,59.657528,100.48436,122.40357,5.658772,14.044221,303.46826,6.3566513,
4.507768,60.838943,101.198906,136.04126,4.7114024,4.1700873,251.11188,6.4429884,
23.0,94.91743,439.98813,350.58685,17.035223,21.560827,593.0367,4.843429,
4.5320816,61.31567,98.855675,120.53254,6.104864,4.076481,250.02943,6.4694953,
4.515554,58.713543,98.79067,131.90652,5.198635,4.076481,250.00018,6.5551357,
4.699451,75.665985,247.93352,141.87016,10.660959,21.59414,570.33563,5.96756,
4.5263376,59.498474,98.83263,107.61113,4.65464,4.076481,250.04584,6.6554418,
22.999998,94.917404,439.98398,350.4321,17.034426,21.577312,613.2892,4.8190823,
22.985222,94.79447,438.95505,341.15604,14.604191,21.591608,575.2756,5.0025616,
4.5762115,80.049675,251.07393,126.20635,7.8281455,21.594866,604.6332,6.184238,
23.0,94.91754,439.97238,350.7275,17.06664,21.513876,598.3799,4.7708807,
4.518993,59.528748,98.97944,149.68575,6.372053,4.07653,250.73448,6.5351453,
22.999994,94.91741,439.97354,350.54214,16.975607,21.560497,590.31793,4.779689,
20.114994,94.43681,375.2605,305.77292,15.207078,21.590046,568.94116,5.8913493,
4.521003,57.83677,100.73143,148.40967,5.040019,4.1709347,261.21906,6.641578,
4.527015,59.97196,98.790726,120.20858,4.9876466,4.076481,250.00003,6.6650934,
22.166279,92.45941,436.46567,287.6563,13.53484,21.590527,571.06036,5.0684166,
4.5148425,57.14946,98.78912,112.6201,3.9297512,4.076481,250.0,6.737928,
