Sr_No,Fruit_Type,Climacteric,Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Ethylene_Production,Respiration_Rate,Sugar_Content,Moisture_Content,O2_Level,CO2_Level,Days_Stored,Shelf_Life,Spoilage_Resistance,Freshness
723,Cucumber,False,6.5,95.6,139.76606298823933,98.7810911844132,1.2,6.0,10.89415627055868,6.8,0.06,4.55,1.4,95.0,20.596064489480526,483.28752345078374,2.669947631431177,13.384580941165282,5,fresh
579,Kiwi,True,4.9,92.4,277.6569445810074,58.37939974725431,5.2,4.0,15.109797126824514,6.1,0.54,16.73,9.5,82.2,20.58102401021163,722.426508168363,5.40344169125244,24.409379284126096,4,fresh
98,Watermelon,False,5.7,88.2,335.07183904550544,173.2650013031708,1.3,5.2,1.6397954086972866,5.460983441030812,0.02,3.52,5.7,89.4,20.48864802489179,608.5028748030588,8.843754343944713,16.319011447653246,5,fresh
28,Cherry,False,5.5,89.9,176.64980337885626,89.15630588651398,3.2,4.8,47.68200829132037,6.4,0.03,13.2,16.0,80.8,20.96788008456316,618.586519073664,1.990430499554458,9.209768565638594,3,fresh
811,Pear,True,4.2,94.9,265.4043276528507,59.31748236951882,1.5,3.4,1.4270052639520692,6.6,3.0,6.36,10.7,84.1,20.213826158935642,354.20345810431303,1.600336766804645,6.01950218624626,5,fresh
381,Avocado,True,21.0,55.5,794.7416410153146,299.08631027251863,47.7,20.7,167.43089228431765,6.2,110.17,207.56,1.0,70.9,19.333338516822383,1120.0406948102693,1.4813100603515255,9.547553502247776,6,fresh
534,Bell Pepper,False,21.7,71.1,695.40404736252,544.1683924269164,12.1,21.1,113.54770966996333,5.167643829728902,0.07,28.6,3.8,81.1,19.673450468761928,1145.6152481455106,11.201031376448631,18.860708582821,6,fresh
223,Papaya,True,5.8,90.6,374.68802746712834,111.48112761227141,2.8,4.8,8.651960333422892,6.6,6.19,11.8,8.2,87.8,20.118147448825425,326.16599276191266,1.6683025514889842,8.107462531884309,3,fresh
147,Strawberry,False,21.1,66.6,423.19568951125626,204.7406257562173,9.8,20.7,119.12624058246222,6.8,0.04,43.16,4.7,87.8,20.221578107786275,1451.3443402070263,1.3569409040169087,6.392606609731583,2,fresh
497,Cucumber,False,6.7,93.3,182.12874260267043,88.0296572365687,2.3,6.5,4.669371153530183,6.6,0.09,9.2,2.4,94.8,20.71597539275207,347.5967398901586,2.334221178925361,12.139669615874071,5,fresh
573,Apple,True,3.0,94.3,189.09774715914205,49.748808770796025,3.2,2.1,20.238901151337796,6.4,0.37,11.17,10.8,84.9,20.287336686838387,374.2463963646562,4.456839443485189,29.449115751681305,7,fresh
814,Apple,True,5.7,91.7,339.88515284611583,159.22667691237208,3.4,5.3,12.025069808663108,6.6,0.74,8.61,10.2,82.9,20.326684170655717,615.8652879075014,10.017586254862032,25.8273089993346,7,fresh
18,Banana,True,7.9,87.8,402.3222161345265,117.69595485222217,9.7,7.4,20.861507498046834,6.2,243.51,40.4,13.7,74.7,20.29246992508875,527.8635368452118,2.0074083617970175,12.22966266830813,4,fresh
580,Bell Pepper,False,6.4,96.4,191.41930961364483,112.75974577051352,4.8,5.8,17.20458388110586,5.8,0.05,12.31,4.3,89.9,20.68058472686777,355.6284038549603,9.61528262075882,19.89165791817861,6,fresh
166,Watermelon,False,5.7,91.0,143.2165925871433,108.80222098796592,0.8,5.3,48.96223852464701,6.0,0.01,2.18,9.2,90.4,20.170983739981587,322.97437071631794,9.065350950771876,18.838468389980907,5,fresh
432,Cucumber,False,7.3,83.7,225.07478589446708,116.67244977563013,2.7,6.8,27.899356980236167,6.7,0.06,8.91,1.9,94.6,20.144476099462295,343.6524430411873,4.880686232658427,10.632892242444479,5,fresh
821,Banana,True,2.6,87.2,263.0961553222313,86.57079553626583,7.3,2.2,3.091141576680567,6.4,134.83,22.2,14.2,74.4,20.230344266726373,710.9323985070953,6.4661701093976625,13.731828215052523,4,fresh
540,Watermelon,False,4.9,84.1,171.1285734633026,39.05524197945044,1.6,4.7,26.042567461174116,6.1,0.0,5.63,7.9,91.2,20.761509149688447,488.29857246270916,4.609286922333977,16.951663464796734,5,fresh
776,Peach,True,6.1,94.2,399.96404684202446,167.9390188618062,6.7,5.2,23.972623208828193,6.0,16.64,27.55,8.3,88.0,20.406973979004114,474.9525714872723,2.2178769508124545,6.271657112412342,3,fresh
496,Avocado,True,21.4,60.1,2094.542418557134,667.1814128295209,56.0,20.5,164.77818094027535,5.4,222.56,175.99,0.8,69.2,20.809728061349983,1050.5213008083704,5.911348758572912,8.546690201171776,6,fresh
486,Apple,True,3.5,86.3,184.10500857845173,62.11771337047048,1.9,3.3,45.157444898026185,6.0,0.23,6.6,9.9,83.4,20.160378829766408,773.3590861759001,4.474024222105274,14.850523362040072,7,fresh
297,Cucumber,False,5.5,93.0,211.02731659274278,111.65866386094895,3.1,5.1,38.04706111249826,6.0,0.07,9.11,2.8,94.1,20.339452644164552,599.8213115359107,7.2621469793638225,12.648123748695854,5,fresh
444,Mango,True,22.7,54.8,1809.9938628359378,648.6542668723936,56.4,22.4,179.25840649703136,6.409778072911905,6.34,209.64,13.8,80.6,19.548412340902296,900.736257522369,3.459341856708196,7.167984181668919,5,fresh
214,Papaya,True,20.5,53.3,1237.591680204518,386.97241551177393,21.9,20.0,286.22855852603436,6.1,11.07,80.45,10.0,84.7,19.610657993439045,888.4052379849725,3.607345533821712,9.296569299054656,3,fresh
469,Cucumber,False,19.3,49.1,685.5063173608755,413.2780048656411,6.3,18.5,152.95359601234608,6.5077972537558475,0.23,22.78,1.8,92.4,20.921781161414618,1223.331266033921,3.797811914657126,13.744238095763023,5,fresh
80,Bell Pepper,False,23.7,59.7,326.402517449886,264.915107583994,13.4,23.3,224.15523578053103,6.8,0.03,45.7,3.0,88.8,19.572219850972825,1450.8551057510076,4.6603704220356015,14.493498866404344,6,fresh
379,Watermelon,False,5.0,91.5,164.53325694860993,49.728115426448085,0.9,4.0,37.24593534761584,6.5,0.02,2.61,5.9,90.1,20.339243502749987,467.6384539071538,6.928826277398812,20.054852900875392,5,fresh
274,Banana,True,4.0,87.4,188.620952102752,48.57633203039611,4.8,3.8,44.24589796121709,6.7,92.84,20.86,15.5,75.6,20.09334115889792,666.9095803514099,1.5409913897292864,9.237245028788454,4,fresh
55,Pineapple,False,4.1,93.0,124.70972127307542,48.32448870693203,2.7,3.3,38.31134766325872,6.1,0.15,7.51,14.3,83.9,20.41207803022946,749.7400614083417,7.941593925239998,16.820691037295447,6,fresh
222,Kiwi,True,3.7,87.1,410.0878266182611,108.02248115760727,6.3,3.2,17.679215175942826,6.0,0.39,15.74,10.8,81.6,20.535701933267596,365.51442823151103,9.929494812626622,15.035313488642597,4,fresh
880,Grape,False,2.8,94.8,123.48901777630155,44.61430391313708,1.0,1.9,0.5265010501689427,6.9,0.03,3.64,15.2,80.4,20.552600658643474,324.8928389076749,3.622382568832481,8.161068103205231,4,fresh
283,Avocado,True,20.3,58.8,745.4001794550737,280.5414046461996,16.8,19.5,242.10751314566835,6.0,65.12,67.75,1.0,70.3,19.59307104346665,911.201950352396,2.3870160117296093,13.797762777612045,6,fresh
503,Pear,True,20.9,63.2,3204.404807537055,930.1257164904245,8.2,20.1,183.70915354544263,5.272112015854985,6.76,28.34,11.7,81.0,19.971075046243293,1413.560767194822,4.413807629589806,6.250873381491743,5,fresh
748,Peach,True,3.2,87.3,255.29177874730374,68.84858821357857,7.7,2.9,26.409355564007896,7.0,11.56,33.92,11.6,87.1,20.719717258223294,649.1640585621587,1.3707954949425023,5.0068376567273996,3,fresh
995,Pineapple,False,23.3,50.2,400.39647587369467,619.8152966228502,16.4,23.1,155.42395122571818,5.986822430831406,0.45,53.03,9.8,79.8,20.991529075968003,908.0347126992044,5.450585559344546,15.001228984384753,6,fresh
44,Kiwi,True,22.0,48.5,681.3386939213675,236.2568406434968,15.5,21.1,202.8120790861716,6.0,1.21,66.07,7.9,80.6,20.09727365705798,1303.4822562896054,1.7507365365615937,16.85139532561736,4,fresh
458,Kiwi,True,26.3,89.8,1469.2234375908095,1174.8649739106527,28.7,25.3,247.1784804000244,5.931919027862104,2.16,91.52,6.6,77.3,19.299089098180943,1140.5757593346334,5.702014748631375,16.59412595159714,4,fresh
230,Watermelon,False,32.0,82.6,465.5802085293909,322.5762437905606,8.9,31.3,155.37784184080846,6.3,0.11,26.44,3.6,82.7,19.12966178175936,1987.692807392381,6.890684589513604,15.962033106367887,5,fresh
57,Papaya,True,7.3,89.8,396.5206436242878,124.39210328462131,3.6,6.9,22.54646264751295,6.5,4.58,16.3,12.6,88.4,20.654893709322423,541.4479228975655,1.0401177395938896,5.875533679935671,3,fresh
373,Papaya,True,23.4,82.8,871.0853678764353,287.83917194155543,15.9,22.4,201.55960738496145,6.1,6.42,67.59,6.8,86.7,19.332393729854807,1279.4082064301201,1.730731284359457,9.159100748761539,3,fresh
684,Banana,True,6.1,92.0,352.5973283986275,129.1436613147368,5.9,5.4,2.192193288582506,6.3,70.45,23.82,16.0,75.1,20.222183490505795,785.7546053298188,2.3330272928539584,8.507447103124536,4,fresh
46,Tomato,True,20.0,93.1,1240.9545654166807,377.8968231575299,12.5,19.6,284.1563491954679,6.6,12.83,43.03,4.3,90.5,19.77645255875803,1613.5641855587826,4.488885874919025,9.620439554764527,5,fresh
549,Tomato,True,7.5,85.9,557.2795611818345,187.87104690643454,4.3,6.9,25.006311528301385,6.7,3.78,16.12,4.0,92.5,20.98564063839472,773.7345117516975,3.4106081314464336,7.202254402799104,5,fresh
951,Apple,True,22.2,80.6,1524.1315422088187,472.37971862381204,24.3,21.6,175.68967495160865,6.6,2.97,67.19,8.7,77.2,18.310004581800822,1048.3412432826315,8.06689685518127,16.917259730670168,7,fresh
991,Apple,True,4.2,96.3,260.98099545064804,69.41992609774508,2.0,4.0,46.039547083397,6.2,0.56,5.2,12.9,84.0,20.14047475225638,546.0229844368635,8.848723867896325,25.200755572864217,7,fresh
660,Pear,True,21.1,67.4,1978.4373771648054,633.0923729506586,7.6,20.8,169.5465655976982,6.289173627131471,18.58,29.92,10.1,81.4,19.164330793431866,880.1721448380939,2.6897389923449326,9.285372650510595,5,fresh
439,Strawberry,False,20.8,68.2,491.0200637997486,635.960579949015,8.5,20.3,100.64908503091281,5.868637814770102,0.15,35.57,4.9,88.7,19.282617241602814,1187.9853198085575,1.9746373717330834,5.203911259685132,2,fresh
846,Pineapple,False,25.9,92.3,314.0015035668356,246.799743363465,21.0,25.2,284.68557498119236,6.1,0.51,85.5,9.1,83.0,18.37639933694279,1772.9346888263585,2.2626232598912974,17.431735193588423,6,fresh
354,Apple,True,18.0,68.1,1136.4099310019276,355.91696712840474,10.8,17.3,285.67659393922565,6.0,2.3,30.0,10.0,79.7,20.121786189707013,1498.8493539940205,8.028636526637783,18.10906633739108,7,fresh
228,Pear,True,6.7,88.3,1031.9259520382304,372.9724100686309,2.4,6.1,33.830045984811555,6.374084657469306,2.18,8.0,13.5,82.1,20.281191661017427,462.5310347733082,5.08550710005682,13.19189570094298,5,fresh
527,Strawberry,False,23.7,54.5,760.0721405649432,442.1923396020527,11.4,22.8,182.07125505646383,6.635218515116135,0.19,48.27,7.3,88.6,19.09851526635176,1039.935754861553,1.7879485801617876,5.9935124847819745,2,fresh
688,Kiwi,True,27.3,64.6,905.1887121458705,274.3592670217294,29.0,26.9,389.3443634052189,6.2,0.69,119.28,4.9,81.4,19.652960598056865,1807.9141030740097,2.164597582094604,24.59946722287184,4,fresh
281,Mango,True,7.9,89.8,377.1571323327068,176.69815629804842,3.3,7.4,34.544049584133,6.1,0.16,13.27,14.5,81.9,20.26116932902885,696.6874336541487,2.253716551718071,8.030390023803456,5,fresh
218,Watermelon,False,4.1,90.2,170.16089930632074,55.56624591453055,1.9,3.8,48.10652526363201,4.9,0.02,4.52,6.4,90.0,20.870324758332757,658.5163963606935,10.845736894818938,16.460960844376224,5,fresh
35,Mango,True,3.0,88.7,165.57977749609992,44.82721084677488,5.7,2.3,33.94964395288122,6.2,2.31,25.16,14.2,83.4,20.88957837913524,304.35804175632006,1.2340244806589689,8.252331108452156,5,fresh
918,Strawberry,False,6.5,94.4,524.3170883514404,220.55013953918828,4.3,6.0,32.19850243673874,5.350435940137996,0.07,17.44,5.6,89.5,20.05769463826797,420.9941763867238,2.445796951676055,3.980964547179686,2,fresh
268,Banana,True,3.3,85.3,423.9738455751216,126.72236949328368,7.8,2.8,23.455841455616106,5.0,101.19,23.26,18.9,74.1,20.61691280477803,581.6388490006134,6.799072152882593,8.474201046734771,4,fresh
113,Orange,False,21.3,51.6,287.88453673860045,212.59741643713792,8.3,20.8,169.75707299749928,6.9,0.18,33.04,7.1,85.3,19.740505124040762,1145.9311807331428,2.596524454639015,20.77451030436646,6,fresh
638,Mango,True,4.7,90.4,476.7350444770124,104.83910156974302,3.0,4.1,45.13874752766312,5.3,9.49,10.02,14.3,81.4,20.570934788239168,465.32560060019046,4.798215894014255,7.01185442838034,5,fresh
559,Watermelon,False,4.0,87.2,114.7203825653147,35.39087582341635,1.0,3.2,23.17527304691377,6.9,0.03,3.93,5.8,90.9,20.03500714521254,650.2942681918612,2.267645792309154,18.386287753855537,5,fresh
681,Pineapple,False,20.6,64.1,324.60611113050487,225.9816061671025,18.6,19.7,179.42333387656515,6.0,0.49,53.71,11.3,78.9,20.61537973629683,1256.542003659499,7.348678120997801,19.129697911231574,6,fresh
984,Blueberry,False,24.9,54.4,358.3822457444305,238.76588402905483,14.9,24.3,138.06800257533894,6.7,0.06,61.89,11.2,82.1,19.523516364582523,1139.7861042135098,2.038789823213696,10.154582130347004,4,fresh
145,Apple,True,23.3,63.4,1247.302091579835,422.3314401286369,16.1,22.5,100.94532466687365,6.7,0.77,49.67,9.7,78.8,19.902782172034755,1126.6380604085962,6.15614296427103,15.859564616101325,7,fresh
143,Pear,True,4.7,92.0,343.6528175510937,75.70783721612308,3.2,4.3,45.65379080404671,5.9,5.24,11.05,11.3,82.8,20.392757356720377,505.24372067226926,4.469663248189104,11.6192815076291,5,fresh
123,Pineapple,False,6.9,92.4,173.61466734921993,110.6041756704534,4.4,6.1,34.65458659161221,6.8,0.17,12.35,14.5,84.6,20.628909939526753,385.8323256147594,7.910416798470391,20.9518838263045,6,fresh
481,Pear,True,2.0,91.8,254.12260238117466,96.00890948147698,2.9,1.3,22.558798553470176,5.8,13.95,8.84,14.8,84.1,20.37936120092896,776.7870948352136,6.571013034758687,11.828322200016014,5,fresh
453,Cherry,False,4.2,90.4,148.6593541900562,44.01291514007018,2.2,3.5,13.524649967034424,6.4,0.06,9.22,14.0,82.5,20.387990346518844,326.94408314681647,2.0994951573461345,4.6424202020091805,3,fresh
66,Watermelon,False,33.0,72.7,1024.1949427531285,627.9636991388455,24.9,32.4,393.0027134933469,6.770983191638955,0.06,74.31,2.7,81.1,18.825702801712552,1662.858579453215,6.728059333076234,16.194355999686593,5,fresh
979,Papaya,True,20.7,61.5,1548.987724427765,491.5603835095882,15.3,20.0,267.9811119223847,5.5,8.25,55.17,9.8,85.0,19.719296508400657,889.6334814798514,3.866759866076399,6.816701090653322,3,fresh
652,Apple,True,3.0,95.8,191.018111563539,68.75288669799845,2.2,2.6,2.9331097780467164,6.1,0.5,6.45,10.7,84.1,20.099948598296645,555.6254690872631,7.073862326700641,23.583154929942523,7,fresh
890,Cucumber,False,1.8,87.7,136.63024922835277,42.76921047160822,1.2,0.8,18.782306410262223,6.6,0.11,4.11,1.9,96.5,20.98416759526832,772.7664135094547,4.890227652650081,12.15884199695902,5,fresh
777,Cherry,False,3.7,91.3,157.88278921759408,42.11370040243522,2.8,3.5,35.20905862999122,6.9,0.05,10.66,15.7,82.0,20.682206444572888,502.3616233419364,2.974032245579827,9.897616947486663,3,fresh
929,Watermelon,False,1.3,92.0,133.0412606553296,55.64738761158361,0.6,0.8,21.309034627021674,5.9,0.02,1.4,8.6,91.0,20.0070986747525,670.7703396391265,9.672001405373319,16.192774794453204,5,fresh
195,Blueberry,False,6.5,88.9,213.5228720670551,152.60553142169107,2.6,5.8,39.327855843937584,6.751613262959019,0.03,9.11,14.3,82.0,20.212859836695536,305.49222643111455,4.52731507521845,10.696142253013345,4,fresh
409,Peach,True,5.2,90.4,395.32924473138644,136.26151948397018,7.8,4.3,3.4963596911128105,6.5,11.67,33.12,8.5,87.0,20.166789773985613,529.4505219287203,1.8265071560333164,5.898174860205179,3,fresh
978,Bell Pepper,False,7.7,92.3,166.08196471305882,91.3946177778166,2.9,6.7,30.04659315329361,6.3,0.04,12.97,4.1,92.8,20.41937896201331,702.6099030396592,1.2717151834587748,19.502682851322476,6,fresh
727,Grape,False,19.6,52.9,340.9195200853033,627.1008741240581,4.3,18.7,238.29891183107551,6.696742513575845,0.03,15.0,16.3,78.0,20.66259859814531,1410.4519735639346,4.425289499519717,12.255832098915398,4,fresh
981,Orange,False,6.1,89.3,151.09509437800236,115.62586891950194,1.5,5.8,19.80172477628144,6.4,0.02,3.87,10.0,85.0,20.99661893164071,479.1812367576882,9.962747388036814,22.390155877221808,6,fresh
240,Papaya,True,8.1,84.4,472.8241564562119,146.70445838901898,3.7,7.7,33.022282265109446,6.7,3.83,15.03,7.5,86.8,20.594583987645336,785.5475970279365,2.4285343489158135,8.8015913941172,3,fresh
999,Avocado,True,4.8,89.7,343.8328321673393,165.58447450015902,8.6,4.3,1.8722981039970943,6.199751924322018,48.3,31.54,1.2,71.5,20.606651565873605,544.882872693393,3.673513440880958,13.465093999139977,6,fresh
969,Blueberry,False,7.1,95.1,170.56388726579883,99.02452389357117,2.2,6.3,26.932327607547307,6.3,0.04,9.12,12.9,83.9,20.41695198380783,592.3777086432287,2.164776982343095,13.596124918125637,4,fresh
62,Papaya,True,6.9,86.8,415.0548641644673,145.91873979933027,2.7,6.6,29.785615196917618,6.9,1.11,12.13,7.4,87.5,20.37787450568934,436.8202554106107,1.321766646293666,5.491436343234616,3,fresh
286,Pear,True,20.6,61.6,1739.8212492631658,519.7800303939462,17.1,19.8,265.19149747998904,5.0,69.95,63.5,11.7,81.9,20.675871483518108,1484.875272953923,3.4790981232357403,5.356043135752566,5,fresh
346,Cucumber,False,19.7,70.3,909.4099823952035,473.3671403271937,8.8,18.7,150.91729390615887,4.9959423172032,0.26,25.85,2.1,89.0,20.013520090020016,818.2012764352594,7.032620872490312,11.688798482167066,5,fresh
696,Strawberry,False,24.7,53.7,423.03765363399515,267.9319794194662,14.7,23.8,218.28293485733843,6.8,0.1,64.7,7.1,88.3,19.86859247165897,1004.5373709027608,1.3801908358006272,6.676251986871842,2,fresh
840,Avocado,True,5.9,89.3,381.22706333893336,170.25894448358633,5.4,4.9,49.1854484390835,6.4,53.04,18.17,0.8,72.4,20.67204443563663,450.349697007508,4.7727160051040425,11.043434949238675,6,fresh
256,Watermelon,False,7.5,97.2,170.70446511005673,106.71945955401468,1.7,6.6,19.458148805527642,6.5,0.04,5.51,8.3,89.3,20.36697995297216,335.0667465188802,5.829404041915367,20.141064703131377,5,fresh
316,Papaya,True,1.4,87.9,121.26084351619497,53.932055661928615,3.5,1.1,25.91157599013035,6.1,4.42,15.33,8.8,86.4,20.96250355965918,782.5579210002599,1.3671896488301012,7.403789329186222,3,fresh
935,Pear,True,4.9,93.0,225.83013841648415,52.81386276360246,3.2,4.6,45.067483491273656,6.1,3.5,13.26,9.0,83.2,20.558890664776,622.4216441483463,2.1287899241765436,12.02550274525453,5,fresh
61,Bell Pepper,False,7.2,89.8,156.15498641071446,92.8889293173823,3.1,6.2,21.425769503293285,6.8,0.07,11.01,3.9,91.8,20.696585919650765,638.6475732741959,3.987995449358686,18.544240487331933,6,fresh
371,Tomato,True,4.6,89.3,215.90740141983852,50.809030696937285,2.3,4.0,39.5526988394039,6.2,2.82,10.16,4.6,94.1,20.687542397590583,589.058678565657,1.4934060261110256,11.73766224672895,5,fresh
553,Cherry,False,7.7,92.7,275.7186451055292,134.9998078906147,2.5,6.8,20.59567823459233,5.9,0.03,10.47,16.4,81.8,20.03301743089367,523.1088780432734,1.9952420504240127,3.402260734056097,3,fresh
7,Tomato,True,3.9,88.8,302.09214282976035,74.34446189234986,1.7,3.3,25.4319103002885,6.9,4.97,6.13,3.9,93.1,20.700063388223715,330.3059000866211,3.590793057957487,10.538294396705732,5,fresh
568,Papaya,True,1.9,91.2,198.09446025006542,68.49362336871275,2.7,1.1,17.38850339247373,6.0,2.1,10.31,9.5,88.7,20.451384168701786,797.2011617039923,2.953808151652391,7.18643213039342,3,fresh
924,Cucumber,False,22.1,58.1,359.8157561982552,297.86419807579455,11.3,21.7,289.1045970946841,6.0,0.16,36.61,2.2,90.2,19.00899520344265,1163.6160011477346,5.372394985246369,11.66203381116473,5,fresh
42,Strawberry,False,5.0,97.0,216.4883041876288,121.18618654505738,3.3,4.8,11.538457825141018,5.632304384600483,0.04,12.98,6.1,88.9,20.365019381740815,727.5741865836485,2.6439204022173595,4.0672998719549,2,fresh
597,Cherry,False,7.9,90.1,185.5201401728292,112.6123290030276,3.3,7.0,17.62033446789565,6.9,0.02,13.33,16.0,80.3,20.288545215483808,756.4367994803763,2.4441432085767496,5.6098997717949555,3,fresh
67,Cherry,False,28.3,84.8,704.9528237162381,423.28601395122473,14.5,27.7,262.1889540965078,6.676627698094622,0.11,64.76,13.6,79.0,18.88032444749019,1232.6158733807429,1.1628687194582246,5.827433911860076,3,fresh
604,Pear,True,21.4,70.1,806.8927343445234,315.0133507726821,17.9,20.5,255.4074331280842,6.5,7.83,79.18,8.5,83.0,19.366845469028508,1453.6267953282568,1.2949841164274392,6.606850785803706,5,fresh
