Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Freshness,Source
19.68588,72.629395,5203.8745,1008.54755,195.13081,9.779818,214.74382,4.458916,fresh,GAN-Enhanced
21.139074,77.60471,4998.925,1606.406,179.54973,11.263179,226.46552,4.785535,fresh,GAN-Enhanced
15.587864,77.05253,5718.984,1658.3463,257.48392,11.066784,242.82579,5.2056227,fresh,GAN-Enhanced
19.050888,74.39267,4047.4858,1193.7842,247.19913,10.734151,234.65373,4.5745797,fresh,GAN-Enhanced
19.10095,80.49892,4432.312,1220.1735,285.53732,7.154285,214.99803,4.7620983,fresh,GAN-Enhanced
19.616537,77.40069,5922.685,1730.3195,293.23663,8.549722,236.97752,4.6214905,fresh,GAN-Enhanced
21.090029,74.59509,5742.964,1809.5549,223.29692,10.580948,220.72324,4.7070446,fresh,GAN-Enhanced
21.431492,75.08269,5919.66,1554.394,259.42392,9.955413,242.50082,5.1750517,fresh,GAN-Enhanced
18.04019,81.059944,5721.7856,1630.6385,257.13437,6.7526574,222.88432,4.6326084,fresh,GAN-Enhanced
17.902168,83.62679,4198.9307,2040.9839,198.52106,10.633083,179.82399,5.20712,fresh,GAN-Enhanced
19.440453,84.96385,4650.262,1938.6791,216.38545,7.553502,218.22903,4.8415937,fresh,GAN-Enhanced
20.717104,80.20131,6160.878,1419.6705,202.1943,12.612966,223.52881,4.854868,fresh,GAN-Enhanced
18.763535,76.18624,5705.708,1464.6674,206.96315,10.811071,202.99551,5.0905437,fresh,GAN-Enhanced
16.16105,81.86318,5415.1753,1493.4617,238.49054,9.250339,265.14386,4.2240653,fresh,GAN-Enhanced
19.446896,71.87777,3426.1533,971.59216,224.23158,12.13442,234.1333,4.70655,fresh,GAN-Enhanced
20.484179,76.4447,6133.573,1506.8608,258.1013,12.538588,200.60832,5.1502104,fresh,GAN-Enhanced
18.577408,85.07801,5986.9907,2015.157,191.18137,10.534698,240.34616,4.589184,fresh,GAN-Enhanced
16.696104,72.76137,4689.9854,1040.5419,198.1281,11.346556,214.55722,4.5534797,fresh,GAN-Enhanced
20.416847,78.47519,5570.9023,1662.2799,248.5774,8.937324,237.85783,4.783641,fresh,GAN-Enhanced
19.606718,76.60225,4987.209,1512.2435,260.9158,9.804939,233.21674,5.041192,fresh,GAN-Enhanced
17.036757,77.91879,4513.1064,2026.1948,232.39018,8.968977,203.63033,4.7569685,fresh,GAN-Enhanced
18.677275,84.565094,4294.6997,2185.1863,248.99901,10.566272,203.5561,4.655507,fresh,GAN-Enhanced
18.107979,79.352486,5652.8613,1656.9552,210.00238,12.988311,195.3106,5.3204446,fresh,GAN-Enhanced
19.387266,77.05837,5538.291,1672.7107,219.6578,12.198147,197.67679,5.0631976,fresh,GAN-Enhanced
19.185144,76.75791,4407.719,1258.5414,175.40314,12.843981,201.2601,4.624667,fresh,GAN-Enhanced
19.186005,79.82872,3910.6301,1150.4113,161.94217,9.336091,174.82437,4.266575,fresh,GAN-Enhanced
20.03735,77.99234,3720.5198,1853.2567,237.63196,12.696484,230.01305,5.0953217,fresh,GAN-Enhanced
18.573084,72.51665,4113.9185,1047.3801,269.98257,13.3014145,230.5111,4.7260895,fresh,GAN-Enhanced
18.171661,74.416504,4361.4624,1634.0426,209.50801,11.625277,237.27162,4.8683195,fresh,GAN-Enhanced
18.45659,76.64316,3932.797,1319.2645,179.40016,8.65893,218.49335,4.819288,fresh,GAN-Enhanced
17.639269,80.22742,6183.628,1953.0177,229.80057,7.5799303,227.04475,4.4539905,fresh,GAN-Enhanced
17.415022,79.69883,4834.8013,1501.9537,247.62997,12.237994,225.79486,4.5338387,fresh,GAN-Enhanced
21.004267,76.71998,4485.766,872.7741,157.87505,8.188986,205.62941,4.865342,fresh,GAN-Enhanced
20.196392,77.860344,6050.854,1039.6279,211.9779,8.050053,254.55557,4.7393923,fresh,GAN-Enhanced
19.706287,74.75851,4047.3281,1404.1149,159.91785,10.498536,195.164,4.7369685,fresh,GAN-Enhanced
16.809084,81.27655,4372.0986,1442.7144,262.58768,9.184413,224.66273,4.672461,fresh,GAN-Enhanced
15.294368,75.38989,3567.5947,783.60443,180.3624,9.076108,222.07509,4.6055517,fresh,GAN-Enhanced
18.577303,76.351425,5947.563,1621.8114,207.07153,9.037702,222.90259,5.241264,fresh,GAN-Enhanced
19.82028,76.85393,6439.7207,1558.7896,191.75809,11.701638,227.19435,5.236996,fresh,GAN-Enhanced
19.95958,80.819534,5049.8374,1106.9296,234.38402,14.677083,225.66312,4.1248827,fresh,GAN-Enhanced
18.4086,75.161896,4865.717,1270.2269,261.17493,16.267603,256.23798,4.4648576,fresh,GAN-Enhanced
21.74786,78.530365,4588.359,1461.5164,192.36102,8.1538,197.27025,5.0690465,fresh,GAN-Enhanced
17.540506,79.37103,5010.2856,1608.2516,245.31017,11.359585,238.21223,4.8818235,fresh,GAN-Enhanced
18.873259,75.371765,5980.9194,1722.4004,253.23001,13.058177,253.45563,4.5003724,fresh,GAN-Enhanced
17.713621,77.249084,5661.5566,1931.8468,236.43954,11.992728,257.76797,5.046052,fresh,GAN-Enhanced
20.134295,71.85236,4971.859,1248.8346,246.23566,12.875181,241.17393,4.4790273,fresh,GAN-Enhanced
19.050314,79.01983,6399.265,2193.971,210.68724,11.700903,181.87509,4.578308,fresh,GAN-Enhanced
16.147356,82.32217,5454.334,2327.4526,227.31343,8.415241,234.20395,4.562449,fresh,GAN-Enhanced
15.350221,80.18841,3863.569,1955.9957,179.29465,8.80879,181.01581,4.569889,fresh,GAN-Enhanced
17.423975,73.871826,3987.046,1830.698,301.34927,15.969808,247.50719,4.9869366,fresh,GAN-Enhanced
20.275928,74.68021,5558.143,1289.6344,214.19449,15.53168,214.55325,4.771599,fresh,GAN-Enhanced
23.0125,75.20435,4562.726,1523.1292,287.8681,5.7331266,247.96663,4.717041,fresh,GAN-Enhanced
18.532858,77.03213,5571.883,1722.2961,219.06128,5.4475427,226.5879,5.08977,fresh,GAN-Enhanced
21.142204,82.83858,5027.6787,2089.7742,225.54318,7.141256,207.296,5.013269,fresh,GAN-Enhanced
21.37129,81.026665,5001.4443,2150.008,220.16444,12.054561,214.8127,5.066058,fresh,GAN-Enhanced
17.97497,77.01078,4997.5234,1365.878,219.03795,10.736629,200.41792,4.69053,fresh,GAN-Enhanced
19.507433,77.249176,5203.4497,1710.2563,252.21725,10.168297,242.18405,4.2682962,fresh,GAN-Enhanced
22.191715,81.79714,3395.1587,1030.6699,228.09402,12.749705,233.10323,4.756273,fresh,GAN-Enhanced
17.216978,80.22404,5238.5464,2009.417,242.95184,7.630389,237.91197,4.5646687,fresh,GAN-Enhanced
19.590069,78.22672,4759.836,2126.8418,256.18207,10.3837185,235.88217,4.924972,fresh,GAN-Enhanced
19.062622,76.61993,6300.3735,1634.9956,197.27324,11.751406,206.04204,4.71005,fresh,GAN-Enhanced
20.79818,80.13916,5554.361,1196.3752,152.81046,5.6712966,189.2253,5.276351,fresh,GAN-Enhanced
17.853745,80.1507,5234.1743,1754.0521,295.31384,10.434256,242.39429,4.2198515,fresh,GAN-Enhanced
16.922615,72.7557,4709.347,1574.5168,265.13483,8.844772,223.90466,4.530055,fresh,GAN-Enhanced
19.286608,79.602844,4776.392,1127.2198,194.75578,12.166043,241.29146,4.4419813,fresh,GAN-Enhanced
19.372868,72.14473,4224.7935,2130.6284,206.80467,5.0941067,226.4784,4.841614,fresh,GAN-Enhanced
19.660639,73.80059,5996.2505,1333.6115,221.90656,11.215934,227.42175,4.591939,fresh,GAN-Enhanced
19.799202,81.63003,4718.269,1570.3749,238.75598,9.919828,195.16885,4.620311,fresh,GAN-Enhanced
17.904198,77.54438,3506.4775,1808.0829,232.33324,11.097224,218.32367,4.735131,fresh,GAN-Enhanced
20.100965,76.01799,5817.366,1515.0641,211.94302,10.158044,193.52605,4.6714287,fresh,GAN-Enhanced
16.716404,75.08067,5099.537,1752.1763,198.34544,13.886196,199.87064,4.8157024,fresh,GAN-Enhanced
19.997103,76.42738,4994.0,1924.7063,222.07892,12.024797,194.61014,5.1719832,fresh,GAN-Enhanced
19.7162,77.4059,5024.1987,1605.3033,230.33043,8.925447,192.85242,4.4943457,fresh,GAN-Enhanced
16.794699,72.20654,5124.413,1762.7805,264.53195,11.706284,265.51657,4.8266654,fresh,GAN-Enhanced
15.117488,78.50321,4576.958,1475.5256,211.64967,10.834271,216.84207,4.7857184,fresh,GAN-Enhanced
18.042274,82.776726,4511.3867,1920.0034,233.41814,10.626916,259.94006,4.6327977,fresh,GAN-Enhanced
20.38041,80.440704,6143.2637,1610.4072,256.82828,10.939971,227.76587,4.7011127,fresh,GAN-Enhanced
19.69462,72.83812,5306.2144,1401.7208,236.60214,12.965873,261.79675,4.607673,fresh,GAN-Enhanced
19.186956,77.35303,5269.057,1965.037,272.2643,9.396939,209.40549,4.336499,fresh,GAN-Enhanced
16.092993,74.29841,5449.258,1868.0774,236.49904,13.446666,227.19637,4.925229,fresh,GAN-Enhanced
20.60754,79.88117,5687.321,1437.3843,183.8173,8.153586,210.99855,4.8192286,fresh,GAN-Enhanced
20.552021,77.13344,3517.3154,1636.4254,280.86758,9.10608,200.4125,4.5742817,fresh,GAN-Enhanced
17.500763,77.14423,4157.4595,1468.2659,280.19083,10.208469,272.8409,4.295592,fresh,GAN-Enhanced
17.902838,76.95934,5184.6685,1057.7666,208.9235,12.62684,202.13348,4.701591,fresh,GAN-Enhanced
18.688309,71.59134,4831.2266,1490.3115,218.77986,8.620122,184.72574,5.264072,fresh,GAN-Enhanced
19.278435,73.984,5847.3,1678.5781,208.40948,10.819909,241.1954,5.1843643,fresh,GAN-Enhanced
21.184574,72.92368,4325.3203,1189.5605,264.03418,12.370478,239.86389,4.5331564,fresh,GAN-Enhanced
18.16908,79.0369,4651.91,1605.4927,235.89008,11.892536,166.15717,4.7504063,fresh,GAN-Enhanced
19.558155,79.82582,4945.72,1453.2096,222.03922,7.9170113,216.92592,4.714924,fresh,GAN-Enhanced
18.09711,72.10979,4251.5083,1206.3624,241.47626,12.868155,214.64172,4.891311,fresh,GAN-Enhanced
17.77921,82.12345,4736.4146,2030.7549,207.20766,6.254638,209.28914,4.7373476,fresh,GAN-Enhanced
18.388853,71.327255,3426.2734,704.8667,267.7367,7.856629,210.73183,4.2283096,fresh,GAN-Enhanced
19.061014,75.22529,5391.6143,1867.7711,249.25055,12.93522,223.70358,5.087952,fresh,GAN-Enhanced
18.083744,87.80417,4111.205,2246.5618,254.33302,6.4213796,209.2701,5.1685834,fresh,GAN-Enhanced
18.867573,79.360634,4558.3945,1843.8972,280.32498,8.155012,233.40219,4.6045313,fresh,GAN-Enhanced
19.03882,77.55504,4023.7827,1611.138,284.55377,9.340589,207.24078,4.5695124,fresh,GAN-Enhanced
21.11132,77.11176,4880.616,1750.2281,316.11334,6.448161,249.79097,4.811107,fresh,GAN-Enhanced
17.695358,73.00028,4588.8647,1434.3622,226.13538,10.164267,249.57646,4.7595835,fresh,GAN-Enhanced
21.64089,82.434235,5341.16,1575.0963,241.34949,7.5780325,206.51587,4.6313686,fresh,GAN-Enhanced
22.136393,83.58616,3501.103,1563.2035,256.17267,11.960888,249.68005,4.164252,fresh,GAN-Enhanced
19.03332,72.0013,6084.0425,1593.0812,229.57515,11.777102,229.34557,4.9662066,fresh,GAN-Enhanced
18.29162,75.03002,4623.4424,1578.047,233.4118,6.5844502,236.34999,4.5389743,fresh,GAN-Enhanced
20.064203,72.85281,5740.003,1467.6586,227.76733,14.528048,227.8071,4.884498,fresh,GAN-Enhanced
18.49786,76.76441,5029.816,2049.4373,225.5071,13.914937,205.16966,4.8475623,fresh,GAN-Enhanced
18.32681,77.97436,5102.3564,1904.5967,229.5628,9.885665,200.7551,5.074848,fresh,GAN-Enhanced
18.445324,81.82398,5527.282,1726.1648,208.60997,9.496821,214.38495,4.549959,fresh,GAN-Enhanced
16.599873,70.42407,5105.4863,1197.8881,218.696,10.812983,212.62177,4.613014,fresh,GAN-Enhanced
12.122571,72.23358,5050.5034,1284.8138,177.96973,8.819759,240.91743,4.7186637,fresh,GAN-Enhanced
20.603167,81.46253,5302.946,1697.1123,229.04854,5.341866,274.91217,4.7586484,fresh,GAN-Enhanced
19.932755,73.04052,4338.7446,1229.8134,222.72597,12.079727,230.43216,4.5615387,fresh,GAN-Enhanced
19.7423,73.04596,4882.9785,1488.743,266.65826,7.7700043,206.98094,5.1748695,fresh,GAN-Enhanced
17.278818,81.43084,3006.4429,1809.196,230.66708,7.1786895,233.19424,4.551751,fresh,GAN-Enhanced
17.312132,75.16132,3574.0095,1033.9624,272.81277,7.986682,228.77795,4.9874573,fresh,GAN-Enhanced
20.720263,77.74217,5088.1367,1730.947,241.73068,11.57905,213.25612,4.559265,fresh,GAN-Enhanced
18.888958,75.29047,5388.8467,1595.6982,263.43625,10.885469,213.98755,4.78927,fresh,GAN-Enhanced
18.851326,81.64347,4575.361,2270.3677,248.93196,8.134249,212.1095,4.846256,fresh,GAN-Enhanced
17.911648,78.19403,4973.4775,1886.9049,231.10497,9.519646,231.15297,4.6095905,fresh,GAN-Enhanced
17.39595,69.649765,4267.8213,1130.863,284.95947,9.72205,252.0926,5.088524,fresh,GAN-Enhanced
18.32697,80.75974,4959.664,1897.5361,187.53856,12.002309,237.42975,4.928341,fresh,GAN-Enhanced
16.72864,72.13805,6004.1377,1321.5577,251.50804,11.59434,224.1172,4.860549,fresh,GAN-Enhanced
19.021029,80.04325,4201.262,1371.1548,172.69911,10.002045,186.2988,4.346671,fresh,GAN-Enhanced
15.489344,79.74487,6621.485,2255.7253,234.36072,4.7024484,253.97987,5.0806165,fresh,GAN-Enhanced
17.660814,77.20895,4733.069,1650.829,285.89886,18.536919,266.29178,4.5009522,fresh,GAN-Enhanced
21.470013,76.71398,4291.015,1671.1265,258.35934,10.1159,195.11267,4.7931824,fresh,GAN-Enhanced
21.673277,76.08233,5921.5337,1705.2167,192.39395,7.8544636,257.17294,4.9399796,fresh,GAN-Enhanced
19.30227,84.34794,4615.916,1891.7811,231.80022,7.4272485,231.16852,4.777935,fresh,GAN-Enhanced
18.62731,76.11216,5596.6943,1723.9012,291.52136,6.213171,245.80075,4.6791,fresh,GAN-Enhanced
20.377863,71.94862,2993.6501,1329.9467,270.30542,10.893834,190.59167,4.6624117,fresh,GAN-Enhanced
18.56317,77.73071,4043.0063,1638.386,209.26424,12.307065,193.13629,4.7256594,fresh,GAN-Enhanced
18.460115,81.79607,5240.0015,2149.751,191.29565,7.659572,180.70863,4.9840374,fresh,GAN-Enhanced
18.930487,84.63796,5634.688,1931.0627,214.18375,11.726679,205.33528,5.227913,fresh,GAN-Enhanced
15.49754,78.685486,3713.9915,1476.6254,215.62595,10.031094,202.01193,4.9265637,fresh,GAN-Enhanced
18.384287,77.7546,5622.621,1273.7052,202.74683,9.445182,207.9799,4.9814243,fresh,GAN-Enhanced
19.59444,74.52187,5678.101,1736.3022,254.27783,12.30223,219.44179,4.5270133,fresh,GAN-Enhanced
19.790401,76.57882,4478.7354,1729.5829,242.77295,12.519378,220.30751,5.032075,fresh,GAN-Enhanced
19.9238,79.09297,5702.9033,2022.7731,284.8239,6.9839344,299.30078,4.5071974,fresh,GAN-Enhanced
17.789028,78.24934,4852.505,2036.2457,259.37488,9.989964,253.33531,4.8816404,fresh,GAN-Enhanced
19.571194,73.69922,6111.092,1555.4221,220.56267,9.049018,239.65259,4.718768,fresh,GAN-Enhanced
19.133574,71.456985,4073.094,1420.2246,211.94142,10.597481,211.1432,4.6299376,fresh,GAN-Enhanced
19.615763,79.531456,5603.169,1892.3615,207.80797,10.067544,222.93819,4.6661882,fresh,GAN-Enhanced
20.104887,72.9477,4615.3555,1523.7205,270.14542,7.986793,263.95035,4.8059664,fresh,GAN-Enhanced
17.328987,70.60532,5209.3,1534.884,216.6145,9.814423,275.24652,4.7917967,fresh,GAN-Enhanced
22.01884,79.474655,6223.1797,906.736,248.61395,9.503697,228.02078,4.322387,fresh,GAN-Enhanced
20.689947,86.10491,2664.783,1752.4355,290.85892,7.9766335,205.5728,4.4224515,fresh,GAN-Enhanced
19.856497,75.05336,5974.517,1319.6433,226.0813,14.139064,232.34389,4.5755825,fresh,GAN-Enhanced
18.984161,75.197784,4031.1614,1878.4244,273.93988,10.435278,185.23567,5.21314,fresh,GAN-Enhanced
16.444435,76.395874,3675.2637,1525.7129,213.70044,11.662511,197.34398,4.7316833,fresh,GAN-Enhanced
19.481089,74.98788,5604.679,1546.6278,237.78621,15.792274,226.32753,4.435167,fresh,GAN-Enhanced
19.754086,83.19345,4864.9087,1340.6772,210.40477,11.958411,189.92938,4.474319,fresh,GAN-Enhanced
20.821968,76.03352,5318.113,1872.0508,222.46011,9.982427,211.32428,4.764027,fresh,GAN-Enhanced
16.834911,83.07897,4669.637,1783.1846,292.7129,7.898777,199.74483,4.89568,fresh,GAN-Enhanced
19.873566,82.01694,3493.2495,2229.0088,213.2439,6.648845,244.78491,4.846197,fresh,GAN-Enhanced
18.731089,73.65954,5835.907,1565.4122,155.2423,8.756056,211.16344,5.076503,fresh,GAN-Enhanced
21.38533,69.88736,4911.6978,1506.7833,277.21658,11.490355,223.36981,4.3716063,fresh,GAN-Enhanced
22.068926,76.66423,5974.203,1578.5364,282.0062,10.811161,226.35611,5.5395885,fresh,GAN-Enhanced
20.807835,83.99336,5610.365,2270.3357,198.97206,10.34714,209.14021,4.904804,fresh,GAN-Enhanced
20.486515,75.150856,4190.368,1411.923,204.71556,8.986235,224.70364,4.525012,fresh,GAN-Enhanced
19.925623,81.92744,3847.5583,1898.6613,285.1628,10.963638,258.85703,4.447948,fresh,GAN-Enhanced
17.771498,76.76184,3742.6575,2035.8268,227.35777,8.70389,243.58293,4.8013906,fresh,GAN-Enhanced
19.450314,74.66751,4173.5854,1667.3042,235.62149,9.415268,251.37772,4.823904,fresh,GAN-Enhanced
17.281883,78.71171,4104.3896,1705.3925,297.1828,8.3573885,258.67957,4.476613,fresh,GAN-Enhanced
18.364899,80.789154,4622.296,1490.6455,189.18001,11.087714,210.56482,5.0639405,fresh,GAN-Enhanced
17.53116,75.72635,6492.2603,1562.229,251.66077,15.121404,215.06718,4.4084597,fresh,GAN-Enhanced
17.371374,74.06429,4877.4175,1587.734,251.01694,9.004552,211.57755,4.601069,fresh,GAN-Enhanced
17.611826,71.02938,4920.2266,1777.3605,210.51656,12.229954,220.0519,5.048929,fresh,GAN-Enhanced
20.80825,76.2507,6186.0015,1266.9674,244.6757,13.7585125,239.71695,4.600862,fresh,GAN-Enhanced
21.823921,70.25526,4758.841,1647.6893,235.2766,12.179439,194.6018,4.4647155,fresh,GAN-Enhanced
18.628208,77.964294,4421.0503,1901.6107,235.28456,6.858852,200.70277,4.8971896,fresh,GAN-Enhanced
20.355627,84.112465,5743.7153,2111.4712,186.01193,12.820529,230.84662,5.0351877,fresh,GAN-Enhanced
16.464582,76.480965,6007.802,1634.9236,246.91121,10.490314,182.9925,4.8085604,fresh,GAN-Enhanced
17.622007,82.01184,5474.207,1643.9885,212.93631,7.394758,199.67842,4.68861,fresh,GAN-Enhanced
19.58896,79.99315,4260.9805,1278.5615,224.18925,9.987295,223.23235,4.681836,fresh,GAN-Enhanced
16.962135,78.22054,5934.1694,2107.6877,237.77066,7.378806,271.00363,4.1854887,fresh,GAN-Enhanced
18.529745,85.29217,4091.666,1897.6349,187.23956,11.747053,222.05638,5.1247387,fresh,GAN-Enhanced
18.923258,79.532814,4490.0957,1443.0747,208.86722,9.720044,223.31949,4.8071938,fresh,GAN-Enhanced
15.020257,81.27601,5130.251,2051.7537,232.42079,6.166781,271.34872,4.6569934,fresh,GAN-Enhanced
17.42175,82.25779,4536.217,2014.4094,227.9972,7.3904643,226.48593,4.956358,fresh,GAN-Enhanced
